product_id,product_name,category,sub_category,brand,revenue,gross_profit,units_sold,average_discount_pct,profit_margin_pct,revenue_rank,category_revenue_rank
P000717,Citrine Skincare 0717,Beauty,Skincare,Citrine,30502.49,17527.49,375,0.08,57.46,485,29
P000041,Homely Decor 0041,Home & Kitchen,Decor,Homely,30406.91,11077.94,257,0.07,36.43,486,115
P000085,Nexora Accessories 0085,Electronics,Accessories,Nexora,30111.4,9473.2,660,0.07,31.46,487,134
P000752,Walkway Men Apparel 0752,Fashion,Men Apparel,Walkway,29989.15,13947.95,337,0.1,46.51,488,127
P000305,PuzzleWorks Dolls 0305,Toys,Dolls,PuzzleWorks,29902.62,13494.61,397,0.08,45.13,489,10
P000460,Citrine Makeup 0460,Beauty,Makeup,Citrine,29797.4,9867.47,976,0.08,33.12,490,30
P000479,Silka Fragrance 0479,Beauty,Fragrance,Silka,29768.41,17092.11,245,0.09,57.42,491,31
P000733,ZenByte Accessories 0733,Electronics,Accessories,ZenByte,29712.27,4920.77,554,0.07,16.56,492,135
P000387,Stride Fitness 0387,Sports,Fitness,Stride,29630.41,10866.25,174,0.07,36.67,493,74
P000212,Glowery Makeup 0212,Beauty,Makeup,Glowery,29565.04,9770.92,1054,0.08,33.05,494,32
P000152,Kidora Board Games 0152,Toys,Board Games,Kidora,29507.08,8183.56,1234,0.09,27.73,495,11
P000058,Glowery Fragrance 0058,Beauty,Fragrance,Glowery,29490.1,10268.65,635,0.09,34.82,496,33
P000569,CraftHaus Storage 0569,Home & Kitchen,Storage,CraftHaus,29456.6,7857.36,1138,0.07,26.67,497,116
P000693,Modeva Men Apparel 0693,Fashion,Men Apparel,Modeva,29104.52,13556.78,403,0.08,46.58,498,128
P000070,CraftHaus Storage 0070,Home & Kitchen,Storage,CraftHaus,29052.45,11887.86,367,0.07,40.92,499,117
P000277,UrbanThread Men Apparel 0277,Fashion,Men Apparel,UrbanThread,28915.53,13797.42,399,0.08,47.72,500,129
P000177,CraftHaus Cookware 0177,Home & Kitchen,Cookware,CraftHaus,28907.87,9023.67,490,0.07,31.22,501,118
P000279,PuzzleWorks STEM Toys 0279,Toys,STEM Toys,PuzzleWorks,28744.82,12154.04,549,0.08,42.28,502,12
P000329,BareBloom Fragrance 0329,Beauty,Fragrance,BareBloom,28615.8,14924.96,244,0.08,52.16,503,34
P000491,ArenaPro Team Sports 0491,Sports,Team Sports,ArenaPro,28524.27,9172.77,266,0.07,32.16,504,75
P000073,Kidora STEM Toys 0073,Toys,STEM Toys,Kidora,28087.24,14724.09,335,0.09,52.42,505,13
P000234,Silka Makeup 0234,Beauty,Makeup,Silka,27751.87,9337.15,556,0.08,33.65,506,35
P000711,DailyBite Organic 0711,Grocery,Organic,DailyBite,27712.83,10487.37,1323,0.07,37.84,507,2
P000795,PulseTech Accessories 0795,Electronics,Accessories,PulseTech,27650.02,10073.17,555,0.07,36.43,508,136
P000055,VoltFit Outdoor 0055,Sports,Outdoor,VoltFit,27612.24,7294.53,217,0.07,26.42,509,76
P000153,ZenByte Accessories 0153,Electronics,Accessories,ZenByte,27423.59,7263.59,240,0.07,26.49,510,137
P000490,Auren Skincare 0490,Beauty,Skincare,Auren,27327.52,9849.22,410,0.09,36.04,511,36
P000511,PulseTech Accessories 0511,Electronics,Accessories,PulseTech,27293.55,5247.27,404,0.08,19.23,512,138
P000024,BrightPlay STEM Toys 0024,Toys,STEM Toys,BrightPlay,27287.3,14515.7,367,0.09,53.2,513,14
P000709,Homely Storage 0709,Home & Kitchen,Storage,Homely,27280.59,9363.45,402,0.06,34.32,514,119
P000468,GreenFarm Beverages 0468,Grocery,Beverages,GreenFarm,27087.06,13436.08,694,0.07,49.6,515,3
P000096,Silka Skincare 0096,Beauty,Skincare,Silka,27008.59,10619.14,385,0.09,39.32,516,37
P000563,PuzzleWorks Outdoor Toys 0563,Toys,Outdoor Toys,PuzzleWorks,26982.02,13691.34,244,0.08,50.74,517,15
P000607,PuzzleWorks Dolls 0607,Toys,Dolls,PuzzleWorks,26909.48,7498.88,346,0.08,27.87,518,16
P000475,NorthStitch Bags 0475,Fashion,Bags,NorthStitch,26484.58,9321.98,287,0.09,35.2,519,130
P000793,Luma Men Apparel 0793,Fashion,Men Apparel,Luma,26465.34,16267.22,386,0.09,61.47,520,131
P000770,Silka Haircare 0770,Beauty,Haircare,Silka,26243.04,8878.29,845,0.09,33.83,521,38
P000714,BrightPlay Dolls 0714,Toys,Dolls,BrightPlay,26014.04,12345.5,282,0.08,47.46,522,17
P000776,BrightPlay Dolls 0776,Toys,Dolls,BrightPlay,25807.72,12872.56,522,0.09,49.88,523,18
P000383,PageMint Business 0383,Books,Business,PageMint,25755.25,14036.35,522,0.07,54.5,524,1
P000722,BrightNest Storage 0722,Home & Kitchen,Storage,BrightNest,25430.65,9672.17,562,0.07,38.03,525,120
P000683,Nexora Accessories 0683,Electronics,Accessories,Nexora,25297.18,5326.26,731,0.07,21.05,526,139
P000181,BrightPlay STEM Toys 0181,Toys,STEM Toys,BrightPlay,24927.88,9811.24,308,0.09,39.36,527,19
P000431,HarvestLane Organic 0431,Grocery,Organic,HarvestLane,24845.86,9362.96,535,0.07,37.68,528,4
P000381,BareBloom Fragrance 0381,Beauty,Fragrance,BareBloom,24832.95,12347.15,326,0.09,49.72,529,39
P000532,VoltFit Team Sports 0532,Sports,Team Sports,VoltFit,24799.27,6283.62,235,0.06,25.34,530,77
P000166,CraftHaus Cookware 0166,Home & Kitchen,Cookware,CraftHaus,24412.37,12241.25,498,0.07,50.14,531,121
P000285,BareBloom Skincare 0285,Beauty,Skincare,BareBloom,24302.5,8158.32,806,0.09,33.57,532,40
P000199,Luma Men Apparel 0199,Fashion,Men Apparel,Luma,24131.14,11070.88,477,0.09,45.88,533,132
P000786,CraftHaus Decor 0786,Home & Kitchen,Decor,CraftHaus,24123.89,12841.13,674,0.07,53.23,534,122
P000380,ArenaPro Team Sports 0380,Sports,Team Sports,ArenaPro,24018.06,12844.88,358,0.07,53.48,535,78
P000063,BareBloom Haircare 0063,Beauty,Haircare,BareBloom,24003.16,12379.24,1221,0.09,51.57,536,41
P000773,Glowery Skincare 0773,Beauty,Skincare,Glowery,23870.84,12950.84,375,0.08,54.25,537,42
P000743,WonderBox Board Games 0743,Toys,Board Games,WonderBox,23841.38,8466.64,398,0.08,35.51,538,20
P000020,Citrine Haircare 0020,Beauty,Haircare,Citrine,23743.47,11018.72,575,0.09,46.41,539,43
P000393,Auren Haircare 0393,Beauty,Haircare,Auren,23605.79,9597.29,283,0.08,40.66,540,44
P000652,BrightPlay STEM Toys 0652,Toys,STEM Toys,BrightPlay,23404.41,6961.65,263,0.08,29.75,541,21
P000464,Luma Men Apparel 0464,Fashion,Men Apparel,Luma,23387.78,10596.34,508,0.08,45.31,542,133
P000684,CraftHaus Storage 0684,Home & Kitchen,Storage,CraftHaus,23302.95,9832.32,433,0.07,42.19,543,123
P000386,GreenFarm Pantry 0386,Grocery,Pantry,GreenFarm,23282.44,12228.04,1120,0.07,52.52,544,5
P000657,PuzzleWorks STEM Toys 0657,Toys,STEM Toys,PuzzleWorks,23009.24,11305.08,208,0.08,49.13,545,22
P000582,BareBloom Fragrance 0582,Beauty,Fragrance,BareBloom,22830.68,11623.26,277,0.08,50.91,546,45
P000106,VoltFit Team Sports 0106,Sports,Team Sports,VoltFit,22791.71,7197.56,429,0.06,31.58,547,79
P000754,CraftHaus Decor 0754,Home & Kitchen,Decor,CraftHaus,22783.36,9463.56,260,0.07,41.54,548,124
P000120,Glowery Skincare 0120,Beauty,Skincare,Glowery,22763.26,8893.56,470,0.08,39.07,549,46
P000660,BrightNest Decor 0660,Home & Kitchen,Decor,BrightNest,22599.8,11531.05,385,0.06,51.02,550,125
P000756,NorthStitch Men Apparel 0756,Fashion,Men Apparel,NorthStitch,22310.46,12473.1,312,0.09,55.91,551,134
P000128,Aster Accessories 0128,Electronics,Accessories,Aster,22310.16,7525.28,583,0.07,33.73,552,140
P000322,Homely Cookware 0322,Home & Kitchen,Cookware,Homely,21915.43,11486.48,415,0.07,52.41,553,126
P000505,BareBloom Makeup 0505,Beauty,Makeup,BareBloom,21649.93,11139.37,811,0.08,51.45,554,47
P000247,Citrine Skincare 0247,Beauty,Skincare,Citrine,21638.54,8126.6,442,0.09,37.56,555,48
P000323,Luma Men Apparel 0323,Fashion,Men Apparel,Luma,21536.25,12500.1,535,0.08,58.04,556,135
P000477,Homely Decor 0477,Home & Kitchen,Decor,Homely,21270.69,9431.39,229,0.08,44.34,557,127
P000655,BrightPlay Dolls 0655,Toys,Dolls,BrightPlay,21266.11,10989.46,557,0.09,51.68,558,23
P000471,Elm & Co Storage 0471,Home & Kitchen,Storage,Elm & Co,21263.53,6023.29,366,0.07,28.33,559,128
P000149,CraftHaus Decor 0149,Home & Kitchen,Decor,CraftHaus,21080.35,7769.51,356,0.06,36.86,560,129
P000130,Citrine Haircare 0130,Beauty,Haircare,Citrine,20675.24,8786.12,744,0.08,42.5,561,49
P000498,Silka Skincare 0498,Beauty,Skincare,Silka,20634.31,10914.81,350,0.08,52.9,562,50
P000414,PuzzleWorks STEM Toys 0414,Toys,STEM Toys,PuzzleWorks,20459.44,6132.49,457,0.09,29.97,563,24
P000225,UrbanThread Accessories 0225,Fashion,Accessories,UrbanThread,20456.46,9500.06,520,0.09,46.44,564,136
P000390,PuzzleWorks STEM Toys 0390,Toys,STEM Toys,PuzzleWorks,20410.03,7864.91,368,0.08,38.53,565,25
P000508,BrightPlay Outdoor Toys 0508,Toys,Outdoor Toys,BrightPlay,20265.07,10418.84,289,0.09,51.41,566,26
P000262,Northstar Press Technology 0262,Books,Technology,Northstar Press,20214.76,5360.8,484,0.07,26.52,567,2
P000045,WonderBox Outdoor Toys 0045,Toys,Outdoor Toys,WonderBox,20214.18,6205.86,192,0.08,30.7,568,27
P000165,Auren Makeup 0165,Beauty,Makeup,Auren,20085.03,10366.86,601,0.08,51.61,569,51
P000800,VoltFit Team Sports 0800,Sports,Team Sports,VoltFit,20066.69,5272.97,366,0.07,26.28,570,80
P000357,Inkline Business 0357,Books,Business,Inkline,20055.8,9151.35,467,0.07,45.63,571,3
P000135,Citrine Makeup 0135,Beauty,Makeup,Citrine,20033.12,12180.89,387,0.09,60.8,572,52
P000146,UrbanThread Accessories 0146,Fashion,Accessories,UrbanThread,19941.47,9864.59,726,0.08,49.47,573,137
P000009,Orbit Accessories 0009,Electronics,Accessories,Orbit,19911.02,4993.6,839,0.07,25.08,574,141
P000633,Orbit Accessories 0633,Electronics,Accessories,Orbit,19830.37,5845.0,711,0.07,29.47,575,142
P000280,PuzzleWorks STEM Toys 0280,Toys,STEM Toys,PuzzleWorks,19690.8,6069.48,471,0.1,30.82,576,28
P000585,DailyBite Pantry 0585,Grocery,Pantry,DailyBite,19682.76,9111.61,565,0.07,46.29,577,6
P000432,PageMint Business 0432,Books,Business,PageMint,19191.12,8506.52,410,0.07,44.33,578,4
P000765,GreenFarm Pantry 0765,Grocery,Pantry,GreenFarm,19145.2,7723.21,537,0.08,40.34,579,7
P000566,MotionLab Team Sports 0566,Sports,Team Sports,MotionLab,19110.68,9278.0,191,0.07,48.55,580,81
P000452,PuzzleWorks Dolls 0452,Toys,Dolls,PuzzleWorks,19109.87,5258.3,361,0.09,27.52,581,29
P000543,BrightPlay STEM Toys 0543,Toys,STEM Toys,BrightPlay,18968.32,6567.22,270,0.08,34.62,582,30
P000570,Citrine Haircare 0570,Beauty,Haircare,Citrine,18493.56,7912.92,376,0.09,42.79,583,53
P000067,Citrine Haircare 0067,Beauty,Haircare,Citrine,18340.77,11010.77,500,0.08,60.03,584,54
P000370,BrightPlay Board Games 0370,Toys,Board Games,BrightPlay,18288.2,4740.37,331,0.1,25.92,585,31
P000259,Aster Accessories 0259,Electronics,Accessories,Aster,18175.92,3593.85,333,0.08,19.77,586,143
P000308,BareBloom Makeup 0308,Beauty,Makeup,BareBloom,17897.65,8037.55,345,0.09,44.91,587,55
P000493,MotionLab Fitness 0493,Sports,Fitness,MotionLab,17777.32,5253.24,178,0.06,29.55,588,82
P000766,Aster Accessories 0766,Electronics,Accessories,Aster,17413.57,5084.83,459,0.07,29.2,589,144
P000667,Inkline Technology 0667,Books,Technology,Inkline,17324.35,4256.62,351,0.07,24.57,590,5
P000001,Inkline Business 0001,Books,Business,Inkline,17255.6,4879.64,683,0.07,28.28,591,6
P000114,Silka Makeup 0114,Beauty,Makeup,Silka,17113.39,6673.24,489,0.08,38.99,592,56
P000564,Silka Fragrance 0564,Beauty,Fragrance,Silka,16997.19,8344.14,123,0.1,49.09,593,57
P000713,Northstar Press Technology 0713,Books,Technology,Northstar Press,16966.47,8055.26,781,0.07,47.48,594,7
P000643,ZenByte Accessories 0643,Electronics,Accessories,ZenByte,16955.73,4988.49,372,0.07,29.42,595,145
P000171,Modeva Accessories 0171,Fashion,Accessories,Modeva,16880.96,7660.76,254,0.08,45.38,596,138
P000405,Freshly Beverages 0405,Grocery,Beverages,Freshly,16733.44,7074.44,743,0.07,42.28,597,8
P000246,WonderBox Board Games 0246,Toys,Board Games,WonderBox,16682.79,5198.61,306,0.08,31.16,598,32
P000466,Stride Fitness 0466,Sports,Fitness,Stride,16640.74,6530.24,277,0.07,39.24,599,83
P000396,Elm & Co Decor 0396,Home & Kitchen,Decor,Elm & Co,16546.0,5629.04,284,0.07,34.02,600,130
P000782,Freshly Pantry 0782,Grocery,Pantry,Freshly,16505.78,5906.62,572,0.07,35.79,601,9
P000447,GreenFarm Pantry 0447,Grocery,Pantry,GreenFarm,16483.19,4737.47,553,0.06,28.74,602,10
P000154,Citrine Skincare 0154,Beauty,Skincare,Citrine,16200.1,8070.0,778,0.08,49.81,603,58
P000334,Kidora Board Games 0334,Toys,Board Games,Kidora,16170.98,5660.1,358,0.08,35.0,604,33
P000774,WonderBox Outdoor Toys 0774,Toys,Outdoor Toys,WonderBox,16098.56,7045.54,326,0.09,43.77,605,34
P000023,GreenFarm Organic 0023,Grocery,Organic,GreenFarm,15982.63,8262.12,371,0.07,51.69,606,11
P000244,BareBloom Makeup 0244,Beauty,Makeup,BareBloom,15981.3,9246.9,488,0.08,57.86,607,59
P000148,BareBloom Skincare 0148,Beauty,Skincare,BareBloom,15958.87,9562.33,362,0.09,59.92,608,60
P000483,BareBloom Haircare 0483,Beauty,Haircare,BareBloom,15823.8,7832.88,294,0.1,49.5,609,61
P000728,Nexora Accessories 0728,Electronics,Accessories,Nexora,15801.62,3830.84,393,0.08,24.24,610,146
P000274,Glowery Fragrance 0274,Beauty,Fragrance,Glowery,15408.68,7254.12,272,0.07,47.08,611,62
P000749,Inkline Business 0749,Books,Business,Inkline,15274.9,6102.04,289,0.08,39.95,612,8
P000100,GreenFarm Organic 0100,Grocery,Organic,GreenFarm,15070.67,7487.57,322,0.08,49.68,613,12
P000567,BlueLeaf Technology 0567,Books,Technology,BlueLeaf,15067.55,8106.19,401,0.07,53.8,614,9
P000465,Silka Makeup 0465,Beauty,Makeup,Silka,14982.55,6627.56,833,0.08,44.24,615,63
P000004,Stride Fitness 0004,Sports,Fitness,Stride,14901.98,8080.22,646,0.07,54.22,616,84
P000110,Kidora Board Games 0110,Toys,Board Games,Kidora,14885.12,3571.7,314,0.08,24.0,617,35
P000579,PuzzleWorks STEM Toys 0579,Toys,STEM Toys,PuzzleWorks,14603.08,4453.08,232,0.08,30.49,618,36
P000644,Luma Footwear 0644,Fashion,Footwear,Luma,14587.02,7722.48,382,0.08,52.94,619,139
P000133,BareBloom Haircare 0133,Beauty,Haircare,BareBloom,14478.18,7709.54,256,0.09,53.25,620,64
P000614,Freshly Beverages 0614,Grocery,Beverages,Freshly,14427.97,4623.37,468,0.07,32.04,621,13
P000367,PageMint Technology 0367,Books,Technology,PageMint,14400.47,5305.87,740,0.08,36.85,622,10
P000235,HarvestLane Organic 0235,Grocery,Organic,HarvestLane,14398.52,4382.92,511,0.07,30.44,623,14
P000690,Auren Haircare 0690,Beauty,Haircare,Auren,14362.49,8672.08,179,0.09,60.38,624,65
P000324,Citrine Haircare 0324,Beauty,Haircare,Citrine,14335.55,5520.17,278,0.09,38.51,625,66
P000428,BrightPlay Dolls 0428,Toys,Dolls,BrightPlay,14333.44,6982.96,246,0.09,48.72,626,37
P000238,PageMint Business 0238,Books,Business,PageMint,14231.74,4602.1,414,0.07,32.34,627,11
P000662,WonderBox STEM Toys 0662,Toys,STEM Toys,WonderBox,14131.03,4581.27,352,0.09,32.42,628,38
P000586,Silka Haircare 0586,Beauty,Haircare,Silka,13921.1,7528.75,865,0.09,54.08,629,67
P000236,Inkline Business 0236,Books,Business,Inkline,13906.35,5719.95,360,0.07,41.13,630,12
P000303,Glowery Skincare 0303,Beauty,Skincare,Private Label,13826.46,4971.18,294,0.08,35.95,631,68
P000397,BlueLeaf Technology 0397,Books,Technology,BlueLeaf,13601.96,7093.73,541,0.07,52.15,632,13
P000021,Inkline Fiction 0021,Books,Fiction,Inkline,13564.64,4251.63,571,0.07,31.34,633,14
P000580,Modeva Men Apparel 0580,Fashion,Men Apparel,Modeva,13521.85,6339.13,516,0.08,46.88,634,140
P000632,BlueLeaf Fiction 0632,Books,Fiction,BlueLeaf,13467.17,6723.17,480,0.07,49.92,635,15
P000056,Northstar Press Fiction 0056,Books,Fiction,Northstar Press,13291.33,6678.57,418,0.07,50.25,636,16
P000704,Kidora Board Games 0704,Toys,Board Games,Kidora,13254.64,6596.56,264,0.08,49.77,637,39
P000430,Northstar Press Business 0430,Books,Business,Northstar Press,13170.6,5373.94,349,0.07,40.8,638,17
P000101,BrightPlay Board Games 0101,Toys,Board Games,BrightPlay,13111.77,3837.57,390,0.09,29.27,639,40
P000116,WonderBox Board Games 0116,Toys,Board Games,WonderBox,13090.84,3993.76,246,0.07,30.51,640,41
P000645,Auren Skincare 0645,Beauty,Skincare,Auren,13055.96,7015.48,304,0.08,53.73,641,69
P000160,PageMint Children 0160,Books,Children,PageMint,12932.48,4825.55,533,0.07,37.31,642,18
P000502,WonderBox STEM Toys 0502,Toys,STEM Toys,WonderBox,12692.24,5611.74,238,0.09,44.21,643,42
P000685,Citrine Makeup 0685,Beauty,Makeup,Citrine,12684.56,4916.24,384,0.1,38.76,644,70
P000006,GreenFarm Organic 0006,Grocery,Organic,GreenFarm,12676.98,4956.6,261,0.07,39.1,645,15
P000301,BlueLeaf Children 0301,Books,Children,BlueLeaf,12542.6,5558.5,422,0.07,44.32,646,19
P000413,Orbit Accessories 0413,Electronics,Accessories,Orbit,12409.89,3018.71,499,0.07,24.33,647,147
P000219,HarvestLane Pantry 0219,Grocery,Pantry,HarvestLane,12317.37,5949.45,1256,0.07,48.3,648,16
P000382,Freshly Pantry 0382,Grocery,Pantry,Freshly,12291.72,3392.22,425,0.06,27.6,649,17
P000174,GreenFarm Pantry 0174,Grocery,Pantry,GreenFarm,12177.24,4963.8,624,0.07,40.76,650,18
P000440,Glowery Makeup 0440,Beauty,Makeup,Glowery,12147.4,6591.85,555,0.09,54.27,651,71
P000291,WonderBox Dolls 0291,Toys,Dolls,WonderBox,12121.56,3648.82,226,0.09,30.1,652,43
P000105,Inkline Business 0105,Books,Business,Inkline,12091.68,3053.63,245,0.06,25.25,653,20
P000518,Stride Team Sports 0518,Sports,Team Sports,Stride,11976.39,4537.44,183,0.08,37.89,654,85
P000406,Kidora Dolls 0406,Toys,Dolls,Kidora,11943.96,6362.84,326,0.08,53.27,655,44
P000463,GreenFarm Pantry 0463,Grocery,Pantry,GreenFarm,11902.17,5587.71,551,0.07,46.95,656,19
P000328,Silka Makeup 0328,Beauty,Makeup,Silka,11827.61,6821.27,381,0.08,57.67,657,72
P000503,DailyBite Snacks 0503,Grocery,Snacks,DailyBite,11775.9,4278.9,850,0.07,36.34,658,20
P000478,Silka Haircare 0478,Beauty,Haircare,Silka,11747.22,4001.48,482,0.08,34.06,659,73
P000241,Northstar Press Business 0241,Books,Business,Northstar Press,11615.26,3297.34,372,0.07,28.39,660,21
P000167,Inkline Technology 0167,Books,Technology,Inkline,11484.84,5607.56,337,0.06,48.83,661,22
P000137,HarvestLane Organic 0137,Grocery,Organic,HarvestLane,11401.31,3611.31,410,0.07,31.67,662,21
P000008,Inkline Business 0008,Books,Business,Inkline,11330.31,3901.67,464,0.07,34.44,663,23
P000090,Kiva Decor 0090,Home & Kitchen,Decor,Kiva,11300.52,4861.37,445,0.07,43.02,664,131
P000361,DailyBite Pantry 0361,Grocery,Pantry,DailyBite,11282.37,4781.33,494,0.07,42.38,665,22
P000242,BlueLeaf Technology 0242,Books,Technology,BlueLeaf,11276.37,5576.53,244,0.07,49.45,666,24
P000426,Inkline Business 0426,Books,Business,Inkline,11134.34,5496.12,206,0.07,49.36,667,25
P000779,Inkline Business 0779,Books,Business,Inkline,11103.79,3255.46,281,0.07,29.32,668,26
P000252,WonderBox Outdoor Toys 0252,Toys,Outdoor Toys,WonderBox,11031.34,3423.28,193,0.08,31.03,669,45
P000520,Inkline Fiction 0520,Books,Fiction,Inkline,10961.52,5531.3,317,0.07,50.46,670,27
P000342,DailyBite Organic 0342,Grocery,Organic,DailyBite,10935.26,5729.26,274,0.07,52.39,671,23
P000202,HarvestLane Beverages 0202,Grocery,Beverages,HarvestLane,10579.63,4854.87,668,0.07,45.89,672,24
P000229,Silka Haircare 0229,Beauty,Haircare,Silka,10397.41,3420.16,525,0.08,32.89,673,74
P000777,Silka Haircare 0777,Beauty,Haircare,Silka,10385.94,5078.82,126,0.09,48.9,674,75
P000257,Northstar Press Technology 0257,Books,Technology,Northstar Press,10365.71,4410.21,277,0.07,42.55,675,28
P000336,Silka Haircare 0336,Beauty,Haircare,Silka,10315.32,5029.92,460,0.08,48.76,676,76
P000630,Inkline Technology 0630,Books,Technology,Inkline,10300.79,4095.57,349,0.06,39.76,677,29
P000599,HarvestLane Snacks 0599,Grocery,Snacks,HarvestLane,10257.81,5345.21,406,0.07,52.11,678,25
P000621,BlueLeaf Business 0621,Books,Business,BlueLeaf,10251.75,4350.72,379,0.08,42.44,679,30
P000327,Northstar Press Technology 0327,Books,Technology,Northstar Press,10145.69,5065.51,277,0.07,49.93,680,31
P000575,WonderBox Outdoor Toys 0575,Toys,Outdoor Toys,WonderBox,10063.45,2615.45,112,0.08,25.99,681,46
P000758,GreenFarm Organic 0758,Grocery,Organic,GreenFarm,9892.67,3325.91,222,0.07,33.62,682,26
P000347,GreenFarm Beverages 0347,Grocery,Beverages,GreenFarm,9836.29,5300.92,313,0.07,53.89,683,27
P000659,Silka Skincare 0659,Beauty,Skincare,Silka,9795.64,4190.14,222,0.08,42.78,684,77
P000594,Citrine Skincare 0594,Beauty,Skincare,Citrine,9591.78,3584.87,533,0.08,37.37,685,78
P000198,PuzzleWorks Outdoor Toys 0198,Toys,Outdoor Toys,PuzzleWorks,9423.76,4929.46,213,0.08,52.31,686,47
P000065,Silka Haircare 0065,Beauty,Haircare,Silka,9410.68,3233.08,288,0.09,34.36,687,79
P000226,DailyBite Pantry 0226,Grocery,Pantry,DailyBite,9296.75,2332.07,508,0.07,25.08,688,28
P000527,Freshly Organic 0527,Grocery,Organic,Freshly,9269.83,2691.59,244,0.08,29.04,689,29
P000500,Homely Storage 0500,Home & Kitchen,Storage,Homely,9212.95,3008.22,647,0.07,32.65,690,132
P000524,Auren Makeup 0524,Beauty,Makeup,Auren,9203.85,4797.63,234,0.09,52.13,691,80
P000646,WonderBox Dolls 0646,Toys,Dolls,WonderBox,9202.08,3530.72,296,0.08,38.37,692,48
P000320,GreenFarm Beverages 0320,Grocery,Beverages,GreenFarm,9021.15,2440.85,230,0.07,27.06,693,30
P000512,BrightPlay Board Games 0512,Toys,Board Games,BrightPlay,8984.19,2956.78,241,0.09,32.91,694,49
P000642,Northstar Press Technology 0642,Books,Technology,Northstar Press,8965.63,2966.56,343,0.06,33.09,695,32
P000224,Freshly Snacks 0224,Grocery,Snacks,Freshly,8953.39,4374.01,342,0.08,48.85,696,31
P000104,Freshly Beverages 0104,Grocery,Beverages,Freshly,8940.24,3762.53,607,0.07,42.09,697,32
P000360,BareBloom Skincare 0360,Beauty,Skincare,BareBloom,8865.62,4012.1,162,0.09,45.25,698,81
P000790,Glowery Skincare 0790,Beauty,Skincare,Glowery,8754.38,3889.32,349,0.08,44.43,699,82
P000606,Northstar Press Fiction 0606,Books,Fiction,Northstar Press,8713.64,2531.24,640,0.07,29.05,700,33
P000591,Freshly Beverages 0591,Grocery,Beverages,Freshly,8635.8,2779.32,336,0.07,32.18,701,33
P000377,Freshly Beverages 0377,Grocery,Beverages,Freshly,8537.83,3030.96,379,0.07,35.5,702,34
P000117,Northstar Press Fiction 0117,Books,Fiction,Northstar Press,8516.84,4285.24,298,0.07,50.31,703,34
P000692,BrightPlay Board Games 0692,Toys,Board Games,BrightPlay,8310.56,3985.56,346,0.08,47.96,704,50
P000528,Freshly Pantry 0528,Grocery,Pantry,Freshly,8286.54,4530.84,702,0.07,54.68,705,35
P000521,PuzzleWorks Dolls 0521,Toys,Dolls,PuzzleWorks,8278.56,3322.2,412,0.08,40.13,706,51
P000299,Inkline Business 0299,Books,Business,Inkline,8193.9,4020.15,265,0.07,49.06,707,35
P000673,HarvestLane Organic 0673,Grocery,Organic,HarvestLane,8086.12,3389.72,236,0.06,41.92,708,36
P000539,NorthStitch Accessories 0539,Fashion,Accessories,NorthStitch,8062.79,4402.31,372,0.09,54.6,709,141
P000457,HarvestLane Snacks 0457,Grocery,Snacks,HarvestLane,8056.92,3358.17,537,0.08,41.68,710,37
P000541,Freshly Snacks 0541,Grocery,Snacks,Freshly,8022.28,2547.04,804,0.07,31.75,711,38
P000695,Kidora Board Games 0695,Toys,Board Games,Kidora,7887.61,2964.25,234,0.09,37.58,712,52
P000173,NorthStitch Accessories 0173,Fashion,Accessories,NorthStitch,7590.04,3024.25,523,0.09,39.84,713,142
P000295,Kidora STEM Toys 0295,Toys,STEM Toys,Kidora,7344.54,3782.94,160,0.08,51.51,714,53
P000201,Northstar Press Children 0201,Books,Children,Northstar Press,7297.06,1906.77,837,0.06,26.13,715,36
P000197,Citrine Haircare 0197,Beauty,Haircare,Citrine,7222.7,2503.9,376,0.08,34.67,716,83
P000265,GreenFarm Organic 0265,Grocery,Organic,GreenFarm,7117.28,2159.75,257,0.06,30.35,717,39
P000345,Northstar Press Technology 0345,Books,Technology,Northstar Press,7092.73,3451.19,266,0.06,48.66,718,37
P000403,Northstar Press Technology 0403,Books,Technology,Northstar Press,6910.17,3441.57,282,0.08,49.8,719,38
P000605,HarvestLane Organic 0605,Grocery,Organic,HarvestLane,6835.61,3195.82,163,0.07,46.75,720,40
P000672,Glowery Makeup 0672,Beauty,Makeup,Glowery,6811.15,3079.18,473,0.09,45.21,721,84
P000191,Freshly Pantry 0191,Grocery,Pantry,Freshly,6740.3,2847.74,196,0.08,42.25,722,41
P000151,PageMint Technology 0151,Books,Technology,PageMint,6600.48,3394.69,287,0.07,51.43,723,39
P000529,PageMint Fiction 0529,Books,Fiction,PageMint,6596.45,1673.29,268,0.07,25.37,724,40
P000214,BlueLeaf Children 0214,Books,Children,BlueLeaf,6489.38,3461.21,523,0.07,53.34,725,41
P000540,Kidora Outdoor Toys 0540,Toys,Outdoor Toys,Kidora,6459.93,1586.29,178,0.1,24.56,726,54
P000631,GreenFarm Pantry 0631,Grocery,Pantry,GreenFarm,6446.44,1856.44,375,0.07,28.8,727,42
P000139,Northstar Press Children 0139,Books,Children,Northstar Press,6443.32,2970.12,380,0.06,46.1,728,42
P000689,Northstar Press Business 0689,Books,Business,Northstar Press,6419.29,2748.61,338,0.07,42.82,729,43
P000354,BareBloom Haircare 0354,Beauty,Haircare,BareBloom,6212.71,2065.01,118,0.07,33.24,730,85
