category,product_id,product_name,revenue,gross_profit,revenue_rank_in_category,profit_rank_in_category
Toys,P000579,PuzzleWorks STEM Toys 0579,14603.08,4453.08,36,41
Toys,P000428,BrightPlay Dolls 0428,14333.43,6982.95,37,26
Toys,P000662,WonderBox STEM Toys 0662,14131.03,4581.27,38,40
Toys,P000704,Kidora Board Games 0704,13254.64,6596.56,39,28
Toys,P000101,BrightPlay Board Games 0101,13111.77,3837.57,40,44
Toys,P000116,WonderBox Board Games 0116,13090.84,3993.76,41,42
Toys,P000502,WonderBox STEM Toys 0502,12692.24,5611.74,42,35
Toys,P000291,WonderBox Dolls 0291,12121.56,3648.82,43,46
Toys,P000406,Kidora Dolls 0406,11943.96,6362.84,44,30
Toys,P000252,WonderBox Outdoor Toys 0252,11031.34,3423.28,45,49
Toys,P000575,WonderBox Outdoor Toys 0575,10063.45,2615.45,46,54
Toys,P000198,PuzzleWorks Outdoor Toys 0198,9423.76,4929.46,47,38
Toys,P000646,WonderBox Dolls 0646,9202.08,3530.72,48,48
Toys,P000512,BrightPlay Board Games 0512,8984.19,2956.78,49,53
Toys,P000692,BrightPlay Board Games 0692,8310.56,3985.56,50,43
Toys,P000521,PuzzleWorks Dolls 0521,8278.56,3322.2,51,50
Toys,P000695,Kidora Board Games 0695,7887.61,2964.25,52,52
Toys,P000295,Kidora STEM Toys 0295,7344.54,3782.94,53,45
Toys,P000540,Kidora Outdoor Toys 0540,6459.93,1586.29,54,60
Toys,P000572,BrightPlay Board Games 0572,6200.5,1765.52,55,58
Toys,P000194,WonderBox Board Games 0194,5758.34,3067.07,56,51
Toys,P000042,Kidora Board Games 0042,5406.04,2511.28,57,55
Toys,P000408,BrightPlay Outdoor Toys 0408,5173.36,2445.13,58,56
Toys,P000603,Kidora Board Games 0603,4811.31,1644.44,59,59
Toys,P000441,WonderBox Board Games 0441,4044.04,1859.2,60,57
Toys,P000003,Kidora Dolls 0003,2473.54,966.94,61,61
Toys,P000640,PuzzleWorks Dolls 0640,2072.54,764.34,62,62
