order_item_id,order_id,product_id,quantity,price_per_unit,discount
OI000172723,O00082429,P000071,3,120.69,0.0
OI000172724,O00082429,P000732,1,92.73,0.1
OI000172725,O00082430,P000334,1,48.97,0.05
OI000172726,O00082431,P000476,1,54.78,0.2
OI000172727,O00082431,P000516,1,135.12,0.0
OI000172728,O00082432,P000800,1,60.58,0.0
OI000172729,O00082432,P000681,3,621.3,0.05
OI000172730,O00082432,P000009,1,25.18,0.1
OI000172731,O00082433,P000448,1,78.63,0.05
OI000172732,O00082434,P000561,1,959.7,0.1
OI000172733,O00082434,P000398,2,130.09,0.1
OI000172734,O00082434,P000692,1,26.21,0.1
OI000172735,O00082435,P000152,1,25.41,0.05
OI000172736,O00082436,P000394,1,250.43,0.0
OI000172737,O00082436,P000223,1,109.39,0.0
OI000172738,O00082437,P000142,1,41.38,0.05
OI000172739,O00082437,P000450,1,118.62,0.05
OI000172740,O00082438,P000740,1,485.62,0.15
OI000172741,O00082439,P000261,4,546.35,0.0
OI000172742,O00082439,P000073,1,90.55,0.0
OI000172743,O00082439,P000702,1,114.72,0.25
OI000172744,O00082440,P000057,2,402.78,0.05
OI000172745,O00082441,P000009,1,25.38,0.0
OI000172746,O00082441,P000375,1,73.98,0.35
OI000172747,O00082441,P000590,1,836.78,0.05
OI000172748,O00082441,P000320,1,41.92,0.05
OI000172749,O00082441,P000500,3,14.99,0.25
OI000172750,O00082442,P000322,4,56.09,0.1
OI000172751,O00082442,P000728,1,43.33,0.0
OI000172752,O00082442,P000409,2,1070.77,0.05
OI000172753,O00082443,P000212,2,30.9,0.2
OI000172754,O00082444,P000534,1,274.13,0.05
OI000172755,O00082444,P000271,1,900.03,0.0
OI000172756,O00082444,P000769,2,1422.74,0.1
OI000172757,O00082444,P000747,2,119.2,0.1
OI000172758,O00082445,P000230,1,924.84,0.0
OI000172759,O00082446,P000252,1,61.4,0.1
OI000172760,O00082446,P000183,2,262.17,0.0
OI000172761,O00082446,P000488,1,125.46,0.15
OI000172762,O00082447,P000630,1,31.28,0.0
OI000172763,O00082448,P000587,1,40.36,0.15
OI000172764,O00082448,P000091,1,771.41,0.1
OI000172765,O00082448,P000446,1,326.59,0.0
OI000172766,O00082449,P000421,1,75.55,0.05
OI000172767,O00082449,P000348,2,64.69,0.05
OI000172768,O00082450,P000513,1,1063.65,0.1
OI000172769,O00082450,P000535,2,1111.38,0.05
OI000172770,O00082450,P000352,1,127.06,0.15
OI000172771,O00082451,P000571,1,38.51,0.25
OI000172772,O00082452,P000339,1,92.54,0.15
OI000172773,O00082452,P000173,1,15.6,0.2
OI000172774,O00082452,P000721,1,187.63,0.05
OI000172775,O00082453,P000313,3,106.9,0.25
OI000172776,O00082454,P000183,1,263.98,0.0
OI000172777,O00082455,P000399,1,110.64,0.15
OI000172778,O00082456,P000635,1,849.87,0.05
OI000172779,O00082457,P000096,1,74.87,0.1
OI000172780,O00082457,P000251,1,237.42,0.1
OI000172781,O00082458,P000228,1,98.49,0.1
OI000172782,O00082458,P000074,1,70.74,0.0
OI000172783,O00082458,P000248,1,465.34,0.15
OI000172784,O00082459,P000230,1,933.3,0.0
OI000172785,O00082460,P000250,2,235.69,0.05
OI000172786,O00082460,P000183,1,267.94,0.1
OI000172787,O00082461,P000522,2,130.4,0.1
OI000172788,O00082461,P000609,3,363.71,0.0
OI000172789,O00082462,P000371,1,14.4,0.05
OI000172790,O00082463,P000304,1,139.44,0.15
OI000172791,O00082463,P000351,1,95.76,0.0
OI000172792,O00082464,P000389,1,363.07,0.15
OI000172793,O00082464,P000392,1,477.34,0.1
OI000172794,O00082464,P000595,4,956.29,0.1
OI000172795,O00082464,P000341,1,693.46,0.15
OI000172796,O00082465,P000515,1,102.99,0.0
OI000172797,O00082465,P000258,1,218.22,0.0
OI000172798,O00082465,P000048,1,60.16,0.1
OI000172799,O00082466,P000207,1,157.42,0.0
OI000172800,O00082467,P000454,1,41.56,0.0
OI000172801,O00082468,P000209,2,1092.41,0.0
OI000172802,O00082468,P000495,2,21.01,0.0
OI000172803,O00082469,P000474,1,1066.88,0.0
OI000172804,O00082470,P000588,1,200.66,0.05
OI000172805,O00082470,P000258,1,226.58,0.0
OI000172806,O00082471,P000533,2,199.66,0.0
OI000172807,O00082471,P000221,1,109.88,0.0
OI000172808,O00082471,P000438,1,199.75,0.1
OI000172809,O00082471,P000731,3,233.06,0.15
OI000172810,O00082472,P000536,1,114.31,0.2
OI000172811,O00082473,P000443,1,344.47,0.1
OI000172812,O00082473,P000253,2,103.21,0.0
OI000172813,O00082473,P000702,1,111.59,0.0
OI000172814,O00082474,P000050,1,942.67,0.3
OI000172815,O00082475,P000384,1,966.39,0.0
OI000172816,O00082476,P000630,1,30.75,0.0
OI000172817,O00082476,P000761,2,82.9,0.0
OI000172818,O00082476,P000798,2,163.88,0.0
OI000172819,O00082477,P000751,1,58.1,0.2
OI000172820,O00082478,P000722,1,51.44,0.1
OI000172821,O00082478,P000436,1,110.84,0.0
OI000172822,O00082479,P000082,1,20.88,0.0
OI000172823,O00082480,P000037,1,1031.03,0.0
OI000172824,O00082480,P000584,1,328.47,0.15
OI000172825,O00082481,P000547,1,114.77,0.0
OI000172826,O00082481,P000485,1,704.08,0.0
OI000172827,O00082482,P000193,1,342.38,0.1
OI000172828,O00082482,P000481,1,37.05,0.0
OI000172829,O00082483,P000079,4,51.35,0.1
OI000172830,O00082483,P000588,1,195.35,0.0
OI000172831,O00082484,P000768,1,1936.18,0.15
OI000172832,O00082484,P000282,2,61.05,0.05
OI000172833,O00082485,P000582,1,86.45,0.1
OI000172834,O00082485,P000078,1,160.04,0.05
OI000172835,O00082486,P000382,3,30.55,0.0
OI000172836,O00082487,P000247,2,53.03,0.05
OI000172837,O00082487,P000267,1,80.1,0.05
OI000172838,O00082487,P000167,1,36.0,0.1
OI000172839,O00082488,P000140,1,258.11,0.0
OI000172840,O00082489,P000426,1,58.38,0.15
OI000172841,O00082490,P000015,1,513.83,0.05
OI000172842,O00082491,P000612,1,108.09,0.05
OI000172843,O00082492,P000796,1,55.38,0.0
OI000172844,O00082492,P000518,1,69.23,0.15
OI000172845,O00082492,P000301,1,30.85,0.2
OI000172846,O00082492,P000561,1,993.76,0.15
OI000172847,O00082493,P000319,1,93.29,0.1
OI000172848,O00082493,P000678,1,295.63,0.2
OI000172849,O00082493,P000047,1,308.04,0.05
OI000172850,O00082493,P000798,2,166.49,0.0
OI000172851,O00082493,P000228,1,97.7,0.0
OI000172852,O00082494,P000767,1,95.5,0.05
OI000172853,O00082495,P000447,1,30.88,0.0
OI000172854,O00082495,P000279,1,56.93,0.0
OI000172855,O00082496,P000640,1,14.75,0.05
OI000172856,O00082496,P000062,1,332.61,0.0
OI000172857,O00082497,P000584,2,314.22,0.05
OI000172858,O00082497,P000568,1,1241.31,0.05
OI000172859,O00082498,P000746,1,118.52,0.15
OI000172860,O00082498,P000457,2,16.76,0.2
OI000172861,O00082498,P000222,1,79.06,0.05
OI000172862,O00082499,P000311,1,33.17,0.1
OI000172863,O00082499,P000261,1,557.82,0.15
OI000172864,O00082499,P000741,1,1508.2,0.0
OI000172865,O00082500,P000759,1,934.16,0.1
OI000172866,O00082501,P000751,1,56.49,0.05
OI000172867,O00082501,P000761,2,79.64,0.0
OI000172868,O00082501,P000012,1,22.09,0.1
OI000172869,O00082501,P000427,1,57.5,0.2
OI000172870,O00082502,P000424,2,125.86,0.1
OI000172871,O00082502,P000760,1,113.81,0.1
OI000172872,O00082502,P000724,1,15.67,0.0
OI000172873,O00082503,P000724,1,15.69,0.15
OI000172874,O00082504,P000442,1,1157.69,0.05
OI000172875,O00082504,P000725,3,1786.06,0.1
OI000172876,O00082505,P000545,1,70.2,0.0
OI000172877,O00082505,P000367,1,20.66,0.1
OI000172878,O00082505,P000569,1,27.43,0.0
OI000172879,O00082505,P000249,2,512.59,0.1
OI000172880,O00082505,P000203,1,52.04,0.05
OI000172881,O00082506,P000380,1,71.73,0.0
OI000172882,O00082506,P000678,1,293.35,0.1
OI000172883,O00082506,P000689,3,19.81,0.0
OI000172884,O00082506,P000472,1,961.77,0.0
OI000172885,O00082507,P000072,1,54.86,0.0
OI000172886,O00082507,P000432,1,49.8,0.1
OI000172887,O00082508,P000054,1,265.9,0.0
OI000172888,O00082509,P000050,1,893.5,0.0
OI000172889,O00082509,P000077,1,136.53,0.05
OI000172890,O00082509,P000438,1,195.37,0.25
OI000172891,O00082510,P000748,1,795.74,0.05
OI000172892,O00082511,P000487,2,536.12,0.15
OI000172893,O00082511,P000743,1,64.89,0.05
OI000172894,O00082511,P000385,1,581.75,0.05
OI000172895,O00082511,P000157,1,102.61,0.1
OI000172896,O00082512,P000272,2,181.92,0.15
OI000172897,O00082512,P000798,1,164.12,0.05
OI000172898,O00082512,P000724,2,14.88,0.05
OI000172899,O00082512,P000127,1,88.97,0.1
OI000172900,O00082513,P000531,2,550.76,0.1
OI000172901,O00082513,P000576,1,135.13,0.05
OI000172902,O00082514,P000792,1,106.56,0.1
OI000172903,O00082514,P000550,2,94.92,0.0
OI000172904,O00082514,P000213,1,42.21,0.1
OI000172905,O00082515,P000111,2,103.49,0.05
OI000172906,O00082515,P000140,1,255.51,0.0
OI000172907,O00082515,P000438,2,202.64,0.0
OI000172908,O00082516,P000386,2,23.72,0.25
OI000172909,O00082516,P000485,1,695.1,0.0
OI000172910,O00082516,P000239,2,993.7,0.1
OI000172911,O00082516,P000405,2,24.1,0.15
OI000172912,O00082517,P000617,2,247.39,0.0
OI000172913,O00082518,P000542,3,138.64,0.05
OI000172914,O00082519,P000064,1,22.06,0.0
OI000172915,O00082519,P000364,1,58.67,0.05
OI000172916,O00082520,P000445,3,210.53,0.25
OI000172917,O00082521,P000645,1,47.27,0.05
OI000172918,O00082521,P000454,1,40.72,0.3
OI000172919,O00082522,P000726,1,251.93,0.0
OI000172920,O00082523,P000588,3,197.68,0.0
OI000172921,O00082523,P000761,1,80.23,0.15
OI000172922,O00082523,P000695,1,37.16,0.05
OI000172923,O00082524,P000583,1,464.74,0.05
OI000172924,O00082524,P000422,1,579.12,0.0
OI000172925,O00082525,P000082,1,20.58,0.1
OI000172926,O00082526,P000765,1,39.59,0.2
OI000172927,O00082527,P000174,1,21.64,0.05
OI000172928,O00082527,P000366,1,124.38,0.15
OI000172929,O00082527,P000446,3,329.93,0.15
OI000172930,O00082528,P000263,1,132.48,0.1
OI000172931,O00082528,P000300,1,481.68,0.15
OI000172932,O00082528,P000652,1,99.34,0.1
OI000172933,O00082529,P000352,3,132.38,0.25
OI000172934,O00082529,P000407,2,125.97,0.0
OI000172935,O00082529,P000020,1,44.97,0.0
OI000172936,O00082529,P000148,1,46.52,0.1
OI000172937,O00082529,P000154,1,23.9,0.05
OI000172938,O00082530,P000584,1,320.11,0.05
OI000172939,O00082531,P000473,1,142.03,0.0
OI000172940,O00082531,P000285,1,34.19,0.0
OI000172941,O00082531,P000002,1,56.47,0.0
OI000172942,O00082531,P000222,1,75.83,0.15
OI000172943,O00082531,P000545,4,70.91,0.0
OI000172944,O00082532,P000084,3,181.79,0.1
OI000172945,O00082533,P000784,1,8.45,0.0
OI000172946,O00082534,P000152,1,27.04,0.15
OI000172947,O00082535,P000248,1,480.07,0.05
OI000172948,O00082536,P000271,1,947.48,0.15
OI000172949,O00082536,P000517,1,32.79,0.15
OI000172950,O00082536,P000705,1,156.94,0.05
OI000172951,O00082536,P000290,2,368.25,0.05
OI000172952,O00082537,P000087,1,539.12,0.0
OI000172953,O00082537,P000768,1,1861.79,0.1
OI000172954,O00082538,P000140,1,261.51,0.0
OI000172955,O00082538,P000463,1,22.82,0.05
OI000172956,O00082539,P000095,2,65.58,0.05
OI000172957,O00082539,P000546,1,120.94,0.1
OI000172958,O00082540,P000352,2,137.5,0.1
OI000172959,O00082540,P000273,1,767.31,0.05
OI000172960,O00082540,P000370,1,61.76,0.05
OI000172961,O00082541,P000700,1,152.73,0.1
OI000172962,O00082541,P000741,1,1456.59,0.0
OI000172963,O00082542,P000207,1,160.24,0.0
OI000172964,O00082542,P000514,1,96.16,0.1
OI000172965,O00082543,P000723,1,1023.7,0.15
OI000172966,O00082544,P000251,1,239.21,0.05
OI000172967,O00082544,P000776,1,53.35,0.05
OI000172968,O00082544,P000221,1,110.47,0.1
OI000172969,O00082544,P000522,1,123.22,0.1
OI000172970,O00082545,P000313,1,104.9,0.15
OI000172971,O00082546,P000270,2,202.94,0.2
OI000172972,O00082546,P000111,1,104.67,0.15
OI000172973,O00082547,P000050,1,923.45,0.15
OI000172974,O00082547,P000623,2,11.74,0.15
OI000172975,O00082547,P000311,1,34.49,0.0
OI000172976,O00082547,P000210,1,91.48,0.1
OI000172977,O00082548,P000108,1,181.83,0.0
OI000172978,O00082548,P000127,2,97.8,0.05
OI000172979,O00082548,P000584,1,314.97,0.0
OI000172980,O00082548,P000577,1,101.09,0.0
OI000172981,O00082549,P000072,1,55.55,0.0
OI000172982,O00082549,P000339,1,90.88,0.0
OI000172983,O00082549,P000311,1,34.62,0.0
OI000172984,O00082550,P000074,1,67.83,0.05
OI000172985,O00082550,P000298,1,13.83,0.0
OI000172986,O00082551,P000383,1,53.16,0.1
OI000172987,O00082552,P000049,1,114.71,0.2
OI000172988,O00082552,P000516,2,126.72,0.05
OI000172989,O00082553,P000355,1,107.48,0.05
OI000172990,O00082553,P000781,1,56.2,0.05
OI000172991,O00082553,P000517,2,32.94,0.05
OI000172992,O00082553,P000595,1,927.82,0.15
OI000172993,O00082554,P000163,1,124.75,0.2
OI000172994,O00082555,P000487,1,509.32,0.0
OI000172995,O00082556,P000699,1,46.36,0.0
OI000172996,O00082556,P000275,2,49.69,0.0
OI000172997,O00082557,P000713,2,22.89,0.0
OI000172998,O00082557,P000132,1,25.33,0.05
OI000172999,O00082557,P000405,1,24.78,0.0
OI000173000,O00082558,P000163,1,122.45,0.0
OI000173001,O00082558,P000611,1,84.45,0.0
OI000173002,O00082558,P000615,1,67.18,0.0
OI000173003,O00082558,P000407,2,133.41,0.1
OI000173004,O00082559,P000585,1,38.0,0.15
OI000173005,O00082559,P000751,1,58.39,0.15
OI000173006,O00082559,P000440,1,23.5,0.05
OI000173007,O00082559,P000123,3,1286.43,0.15
OI000173008,O00082560,P000745,1,420.42,0.0
OI000173009,O00082560,P000132,1,24.81,0.0
OI000173010,O00082560,P000383,1,53.56,0.2
OI000173011,O00082561,P000225,1,43.0,0.0
OI000173012,O00082561,P000677,1,21.27,0.15
OI000173013,O00082561,P000318,1,412.02,0.1
OI000173014,O00082562,P000068,1,62.26,0.05
OI000173015,O00082563,P000355,1,105.06,0.05
OI000173016,O00082563,P000389,1,376.56,0.2
OI000173017,O00082564,P000011,1,69.41,0.2
OI000173018,O00082565,P000060,1,85.08,0.0
OI000173019,O00082565,P000520,1,38.45,0.0
OI000173020,O00082565,P000683,1,37.81,0.1
OI000173021,O00082565,P000556,1,122.15,0.2
OI000173022,O00082566,P000333,1,318.65,0.05
OI000173023,O00082566,P000326,1,325.83,0.0
OI000173024,O00082567,P000059,1,681.81,0.05
OI000173025,O00082567,P000359,2,446.37,0.0
OI000173026,O00082567,P000697,1,136.27,0.0
OI000173027,O00082567,P000713,3,22.8,0.15
OI000173028,O00082568,P000510,1,642.81,0.2
OI000173029,O00082568,P000772,1,49.85,0.15
OI000173030,O00082569,P000573,1,393.92,0.1
OI000173031,O00082569,P000602,1,17.89,0.05
OI000173032,O00082569,P000546,1,115.29,0.05
OI000173033,O00082570,P000078,1,171.08,0.05
OI000173034,O00082570,P000721,1,188.82,0.0
OI000173035,O00082571,P000213,2,45.08,0.0
OI000173036,O00082572,P000488,1,127.44,0.05
OI000173037,O00082572,P000759,2,909.58,0.0
OI000173038,O00082573,P000348,1,66.06,0.05
OI000173039,O00082573,P000680,1,74.55,0.0
OI000173040,O00082573,P000716,1,127.43,0.05
OI000173041,O00082573,P000751,2,55.31,0.0
OI000173042,O00082573,P000017,1,79.96,0.2
OI000173043,O00082574,P000169,1,208.58,0.05
OI000173044,O00082574,P000074,2,69.06,0.15
OI000173045,O00082574,P000313,3,107.18,0.0
OI000173046,O00082574,P000449,1,1180.13,0.05
OI000173047,O00082575,P000212,1,31.28,0.1
OI000173048,O00082575,P000633,1,30.51,0.0
OI000173049,O00082576,P000584,1,315.61,0.0
OI000173050,O00082576,P000525,1,538.89,0.1
OI000173051,O00082576,P000584,1,321.25,0.15
OI000173052,O00082577,P000175,2,176.36,0.2
OI000173053,O00082577,P000031,1,293.89,0.05
OI000173054,O00082577,P000459,1,18.56,0.05
OI000173055,O00082577,P000248,3,487.41,0.0
OI000173056,O00082578,P000517,2,31.84,0.25
OI000173057,O00082578,P000341,1,699.77,0.0
OI000173058,O00082579,P000416,1,142.13,0.1
OI000173059,O00082579,P000503,1,15.17,0.0
OI000173060,O00082580,P000467,1,308.0,0.0
OI000173061,O00082581,P000352,4,134.76,0.0
OI000173062,O00082581,P000235,2,30.52,0.1
OI000173063,O00082581,P000142,1,42.43,0.05
OI000173064,O00082581,P000278,1,77.32,0.15
OI000173065,O00082582,P000253,1,102.85,0.1
OI000173066,O00082582,P000769,3,1452.04,0.0
OI000173067,O00082582,P000088,1,64.39,0.1
OI000173068,O00082582,P000222,1,76.35,0.0
OI000173069,O00082583,P000449,1,1145.29,0.0
OI000173070,O00082584,P000213,1,45.01,0.1
OI000173071,O00082585,P000624,2,637.9,0.1
OI000173072,O00082585,P000308,1,57.21,0.15
OI000173073,O00082586,P000108,1,181.89,0.0
OI000173074,O00082586,P000593,1,166.62,0.0
OI000173075,O00082587,P000203,1,51.48,0.1
OI000173076,O00082587,P000213,1,42.76,0.1
OI000173077,O00082587,P000681,1,624.07,0.05
OI000173078,O00082588,P000364,1,58.4,0.0
OI000173079,O00082588,P000107,2,890.63,0.0
OI000173080,O00082589,P000513,2,1101.99,0.15
OI000173081,O00082589,P000687,1,94.93,0.35
OI000173082,O00082589,P000653,1,516.82,0.25
OI000173083,O00082590,P000244,1,37.61,0.05
OI000173084,O00082591,P000192,4,189.37,0.05
OI000173085,O00082591,P000294,2,793.24,0.1
OI000173086,O00082592,P000589,1,141.49,0.1
OI000173087,O00082592,P000697,1,138.29,0.0
OI000173088,O00082592,P000565,1,262.74,0.0
OI000173089,O00082593,P000558,1,381.64,0.1
OI000173090,O00082594,P000086,1,1819.45,0.0
OI000173091,O00082594,P000108,1,189.0,0.25
OI000173092,O00082595,P000447,1,32.09,0.1
OI000173093,O00082596,P000349,2,96.85,0.0
OI000173094,O00082596,P000496,1,83.64,0.1
OI000173095,O00082597,P000624,2,682.38,0.1
OI000173096,O00082597,P000448,2,74.16,0.05
OI000173097,O00082597,P000612,1,102.51,0.05
OI000173098,O00082598,P000248,1,484.77,0.2
OI000173099,O00082599,P000341,1,707.29,0.1
OI000173100,O00082599,P000369,3,122.29,0.1
OI000173101,O00082599,P000302,1,1203.85,0.15
OI000173102,O00082600,P000612,4,102.49,0.15
OI000173103,O00082600,P000055,1,136.97,0.05
OI000173104,O00082601,P000077,1,130.33,0.15
OI000173105,O00082602,P000356,2,85.64,0.0
OI000173106,O00082602,P000165,1,35.14,0.15
OI000173107,O00082603,P000483,1,60.5,0.25
OI000173108,O00082604,P000288,1,94.27,0.0
OI000173109,O00082604,P000460,3,32.62,0.05
OI000173110,O00082605,P000029,1,565.89,0.05
OI000173111,O00082606,P000082,2,21.59,0.05
OI000173112,O00082606,P000138,2,110.31,0.15
OI000173113,O00082606,P000587,1,41.64,0.0
OI000173114,O00082606,P000218,1,129.43,0.1
OI000173115,O00082607,P000731,1,235.92,0.15
OI000173116,O00082607,P000284,1,100.21,0.3
OI000173117,O00082608,P000460,1,32.55,0.25
OI000173118,O00082609,P000139,2,18.46,0.0
OI000173119,O00082609,P000680,1,75.5,0.05
OI000173120,O00082610,P000681,1,589.09,0.05
OI000173121,O00082611,P000047,3,295.38,0.15
OI000173122,O00082612,P000035,3,97.69,0.1
OI000173123,O00082613,P000177,1,66.31,0.2
OI000173124,O00082613,P000182,1,118.07,0.1
OI000173125,O00082613,P000464,1,49.05,0.25
OI000173126,O00082613,P000694,1,86.07,0.05
OI000173127,O00082614,P000111,3,103.63,0.15
OI000173128,O00082614,P000109,2,664.7,0.05
OI000173129,O00082615,P000077,1,133.03,0.1
OI000173130,O00082615,P000392,1,481.71,0.1
OI000173131,O00082616,P000075,1,1232.38,0.0
OI000173132,O00082617,P000718,1,430.28,0.1
OI000173133,O00082618,P000537,2,145.67,0.05
OI000173134,O00082618,P000681,1,607.74,0.05
OI000173135,O00082618,P000328,1,33.06,0.05
OI000173136,O00082618,P000311,1,35.78,0.1
OI000173137,O00082619,P000404,1,363.55,0.05
OI000173138,O00082619,P000259,1,58.89,0.0
OI000173139,O00082619,P000609,1,379.03,0.0
OI000173140,O00082620,P000659,1,50.26,0.15
OI000173141,O00082620,P000175,1,173.13,0.1
OI000173142,O00082620,P000727,2,158.86,0.0
OI000173143,O00082620,P000705,1,155.93,0.05
OI000173144,O00082621,P000654,1,157.36,0.0
OI000173145,O00082621,P000584,1,333.24,0.0
OI000173146,O00082621,P000164,2,79.31,0.0
OI000173147,O00082622,P000759,1,898.55,0.0
OI000173148,O00082622,P000028,1,1010.27,0.0
OI000173149,O00082623,P000671,2,876.86,0.15
OI000173150,O00082623,P000517,1,32.87,0.05
OI000173151,O00082623,P000671,3,930.7,0.0
OI000173152,O00082624,P000678,4,289.79,0.0
OI000173153,O00082624,P000238,1,36.13,0.1
OI000173154,O00082624,P000375,1,70.96,0.2
OI000173155,O00082624,P000248,1,484.3,0.0
OI000173156,O00082625,P000458,2,87.76,0.1
OI000173157,O00082626,P000710,1,72.31,0.0
OI000173158,O00082627,P000226,1,19.61,0.1
OI000173159,O00082627,P000397,2,27.71,0.05
OI000173160,O00082628,P000442,4,1084.08,0.05
OI000173161,O00082629,P000053,1,19.63,0.25
OI000173162,O00082630,P000522,2,123.78,0.0
OI000173163,O00082631,P000156,1,252.85,0.1
OI000173164,O00082632,P000425,1,89.5,0.05
OI000173165,O00082632,P000716,1,123.04,0.0
OI000173166,O00082633,P000438,1,198.41,0.0
OI000173167,O00082633,P000635,1,818.12,0.3
OI000173168,O00082633,P000584,2,313.3,0.05
OI000173169,O00082633,P000569,1,28.02,0.15
OI000173170,O00082634,P000584,2,327.71,0.05
OI000173171,O00082634,P000172,3,115.9,0.1
OI000173172,O00082635,P000679,1,778.48,0.0
OI000173173,O00082635,P000086,2,1735.69,0.0
OI000173174,O00082636,P000424,1,133.74,0.05
OI000173175,O00082636,P000071,1,119.61,0.05
OI000173176,O00082637,P000129,1,861.63,0.15
OI000173177,O00082637,P000391,1,94.42,0.3
OI000173178,O00082637,P000108,1,185.14,0.15
OI000173179,O00082638,P000669,1,112.02,0.05
OI000173180,O00082639,P000264,1,939.05,0.0
OI000173181,O00082640,P000441,1,17.63,0.1
OI000173182,O00082640,P000036,2,103.77,0.15
OI000173183,O00082641,P000423,1,1227.21,0.0
OI000173184,O00082642,P000111,1,110.99,0.0
OI000173185,O00082642,P000486,1,939.44,0.05
OI000173186,O00082642,P000278,3,78.33,0.0
OI000173187,O00082643,P000572,1,31.56,0.05
OI000173188,O00082644,P000117,2,31.96,0.0
OI000173189,O00082645,P000085,3,50.02,0.1
OI000173190,O00082645,P000624,3,652.93,0.0
OI000173191,O00082645,P000253,1,100.97,0.25
OI000173192,O00082646,P000187,3,52.25,0.1
OI000173193,O00082646,P000784,1,8.29,0.05
OI000173194,O00082647,P000121,1,67.5,0.1
OI000173195,O00082648,P000319,1,96.34,0.1
OI000173196,O00082649,P000316,1,115.06,0.25
OI000173197,O00082649,P000541,1,10.37,0.15
OI000173198,O00082649,P000288,1,90.42,0.05
OI000173199,O00082649,P000228,2,94.44,0.2
OI000173200,O00082650,P000232,3,59.81,0.0
OI000173201,O00082650,P000135,2,56.54,0.1
OI000173202,O00082651,P000592,1,87.44,0.1
OI000173203,O00082651,P000462,1,638.26,0.25
OI000173204,O00082652,P000481,2,37.98,0.0
OI000173205,O00082652,P000300,1,473.75,0.05
OI000173206,O00082652,P000517,1,34.38,0.05
OI000173207,O00082652,P000301,1,32.17,0.0
OI000173208,O00082652,P000112,2,282.41,0.2
OI000173209,O00082653,P000318,1,405.91,0.05
OI000173210,O00082654,P000335,1,104.82,0.1
OI000173211,O00082655,P000693,2,79.13,0.0
OI000173212,O00082655,P000409,1,1097.88,0.15
OI000173213,O00082656,P000594,2,20.79,0.1
OI000173214,O00082656,P000769,1,1435.09,0.1
OI000173215,O00082656,P000165,2,35.99,0.05
OI000173216,O00082656,P000307,1,809.24,0.1
OI000173217,O00082657,P000098,2,563.0,0.15
OI000173218,O00082657,P000369,3,119.72,0.1
OI000173219,O00082658,P000033,1,73.76,0.0
OI000173220,O00082659,P000759,3,935.72,0.2
OI000173221,O00082660,P000364,1,57.88,0.0
OI000173222,O00082660,P000285,2,33.45,0.15
OI000173223,O00082661,P000585,1,36.55,0.0
OI000173224,O00082661,P000227,1,609.45,0.15
OI000173225,O00082661,P000635,1,879.75,0.15
OI000173226,O00082662,P000708,1,27.75,0.0
OI000173227,O00082662,P000734,1,97.65,0.0
OI000173228,O00082663,P000269,1,164.53,0.0
OI000173229,O00082664,P000514,2,93.74,0.1
OI000173230,O00082664,P000073,1,90.08,0.05
OI000173231,O00082665,P000610,1,468.88,0.1
OI000173232,O00082666,P000313,2,106.88,0.1
OI000173233,O00082667,P000174,1,20.51,0.15
OI000173234,O00082667,P000032,1,28.98,0.0
OI000173235,O00082668,P000313,1,107.89,0.15
OI000173236,O00082668,P000165,2,35.28,0.2
OI000173237,O00082668,P000678,1,290.04,0.0
OI000173238,O00082669,P000130,1,28.93,0.0
OI000173239,O00082669,P000283,1,155.54,0.05
OI000173240,O00082669,P000280,1,45.84,0.0
OI000173241,O00082670,P000411,1,162.14,0.05
OI000173242,O00082670,P000167,1,35.51,0.0
OI000173243,O00082670,P000383,1,52.45,0.25
OI000173244,O00082670,P000312,1,133.38,0.0
OI000173245,O00082671,P000134,1,113.76,0.15
OI000173246,O00082671,P000156,1,257.9,0.0
OI000173247,O00082671,P000538,1,38.17,0.05
OI000173248,O00082671,P000022,2,160.59,0.1
OI000173249,O00082671,P000129,1,842.65,0.0
OI000173250,O00082672,P000671,1,922.35,0.0
OI000173251,O00082673,P000177,1,62.46,0.05
OI000173252,O00082674,P000078,1,155.8,0.25
OI000173253,O00082674,P000014,2,6.63,0.15
OI000173254,O00082675,P000072,1,54.88,0.0
OI000173255,O00082676,P000782,3,31.83,0.05
OI000173256,O00082677,P000021,2,25.92,0.15
OI000173257,O00082677,P000374,1,42.13,0.0
OI000173258,O00082677,P000344,1,42.99,0.05
OI000173259,O00082678,P000008,1,26.13,0.1
OI000173260,O00082679,P000437,1,133.51,0.1
OI000173261,O00082679,P000546,3,112.31,0.0
OI000173262,O00082680,P000130,1,29.85,0.0
OI000173263,O00082681,P000488,1,117.12,0.25
OI000173264,O00082682,P000484,2,110.63,0.0
OI000173265,O00082682,P000330,3,66.23,0.15
OI000173266,O00082683,P000109,1,625.8,0.1
OI000173267,O00082683,P000112,3,295.49,0.0
OI000173268,O00082684,P000522,1,126.18,0.1
OI000173269,O00082684,P000676,1,276.51,0.0
OI000173270,O00082684,P000085,3,50.01,0.15
OI000173271,O00082685,P000258,1,228.81,0.0
OI000173272,O00082686,P000261,1,521.96,0.0
OI000173273,O00082686,P000768,1,1960.37,0.0
OI000173274,O00082686,P000098,1,560.38,0.1
OI000173275,O00082687,P000416,1,149.57,0.0
OI000173276,O00082687,P000394,1,242.81,0.2
OI000173277,O00082688,P000227,1,603.23,0.0
OI000173278,O00082688,P000720,1,25.07,0.05
OI000173279,O00082689,P000749,1,55.9,0.25
