order_id,customer_id,order_date,shipment_date,payment_method,order_status,total_amount
O00074133,C0018413,2024-07-07,2024-07-14,Credit Card,Completed,30.74
O00074134,C0018413,2025-04-10,2025-04-12,Credit Card,Completed,1200.68
O00074135,C0018414,2025-12-05,2025-12-08,Debit Card,Completed,1061.36
O00074136,C0018415,2024-05-14,2024-05-19,Debit Card,Completed,1085.75
O00074137,C0018416,2025-10-25,2025-10-27,PayPal,Completed,108.02
O00074138,C0018416,2025-11-04,2025-11-07,Buy Now Pay Later,Shipped,1311.54
O00074139,C0018416,2025-12-06,2025-12-10,Gift Card,Completed,126.62
O00074140,C0018417,2024-09-19,2024-09-25,Credit Card,Returned,302.95
O00074141,C0018417,2025-03-02,2025-03-05,PayPal,Completed,2110.82
O00074142,C0018417,2025-06-22,2025-06-25,Credit Card,Completed,140.7
O00074143,C0018417,2025-12-20,2025-12-26,Debit Card,Completed,726.04
O00074144,C0018418,2023-08-24,2023-08-25,PayPal,Completed,1283.06
O00074145,C0018418,2023-12-20,2023-12-23,Credit Card,Shipped,822.64
O00074146,C0018418,2024-04-10,2024-04-14,Credit Card,Completed,149.34
O00074147,C0018418,2024-05-11,2024-05-12,Gift Card,Returned,2856.28
O00074148,C0018418,2024-05-30,2024-06-05,Buy Now Pay Later,Completed,187.02
O00074149,C0018418,2024-06-24,2024-06-25,PayPal,Completed,2618.14
O00074150,C0018418,2024-09-15,2024-09-16,UPI,Completed,609.83
O00074151,C0018418,2024-10-07,2024-10-08,UPI,Completed,65.59
O00074152,C0018418,2024-12-09,2024-12-14,Debit Card,Completed,590.6
O00074153,C0018418,2024-12-21,2024-12-23,credit card,Completed,545.88
O00074154,C0018418,2025-02-04,2025-02-09,Credit Card,Completed,20.6
O00074155,C0018418,2025-04-03,2025-04-07,UPI,Completed,285.07
O00074156,C0018418,2025-05-11,2025-05-13,PayPal,Completed,886.46
O00074157,C0018419,2025-10-02,2025-10-03,Credit Card,Completed,24.93
O00074158,C0018419,2025-10-08,2025-10-12,Credit Card,Completed,3193.79
O00074159,C0018419,2025-11-04,2025-11-05,Buy Now Pay Later,Returned,93.58
O00074160,C0018419,2025-11-05,2025-11-08,PayPal,Completed,244.2
O00074161,C0018419,2025-11-07,2025-11-09,Credit Card,Completed,1153.52
O00074162,C0018419,2025-11-14,2025-11-19,Buy Now Pay Later,Returned,1245.46
O00074163,C0018419,2025-12-07,2025-12-13,Credit Card,Completed,419.35
O00074164,C0018419,2025-12-07,2025-12-12,PayPal,Completed,965.28
O00074165,C0018419,2025-12-18,2025-12-25,Debit Card,Completed,868.47
O00074166,C0018420,2025-08-05,2025-08-08,Credit Card,Shipped,504.56
O00074167,C0018421,2024-11-17,2024-11-18,Buy Now Pay Later,Completed,2388.54
O00074168,C0018422,2025-10-08,2025-10-09,PayPal,Completed,2786.28
O00074169,C0018422,2025-10-12,2025-10-16,Gift Card,Completed,2376.44
O00074170,C0018422,2025-10-12,2025-10-18,Debit Card,Completed,891.2
O00074171,C0018422,2025-10-25,,PayPal,Cancelled,1054.48
O00074172,C0018422,2025-10-31,2025-11-05,Debit Card,Completed,814.95
O00074173,C0018422,2025-11-01,2025-11-03,Credit Card,Completed,1454.15
O00074174,C0018422,2025-11-01,2025-11-08,Buy Now Pay Later,Completed,197.41
O00074175,C0018422,2025-11-01,2025-11-07,UPI,Shipped,256.86
O00074176,C0018422,2025-11-03,2025-11-09,Buy Now Pay Later,Returned,102.35
O00074177,C0018422,2025-11-07,2025-11-10,Credit Card,Completed,649.9
O00074178,C0018422,2025-11-08,2025-11-11,Buy Now Pay Later,Completed,48.59
O00074179,C0018422,2025-11-08,2025-11-12,Credit Card,Completed,120.18
O00074180,C0018422,2025-11-09,2025-11-10,UPI,Completed,360.22
O00074181,C0018422,2025-11-17,,Gift Card,Cancelled,3378.08
O00074182,C0018422,2025-11-19,2025-11-24,Gift Card,Shipped,366.18
O00074183,C0018422,2025-12-06,2025-12-07,Credit Card,Returned,77.92
O00074184,C0018422,2025-12-09,2025-12-15,Credit Card,Completed,740.26
O00074185,C0018422,2025-12-10,2025-12-14,Credit Card,Completed,742.53
O00074186,C0018422,2025-12-14,2025-12-20,Debit Card,Completed,78.19
O00074187,C0018422,2025-12-14,2025-12-17,UPI,Completed,944.38
O00074188,C0018422,2025-12-16,2025-12-18,Credit Card,Completed,1920.01
O00074189,C0018422,2025-12-20,2025-12-26,Gift Card,Completed,243.85
O00074190,C0018422,2025-12-23,2025-12-24,Credit Card,Returned,91.94
O00074191,C0018422,2025-12-23,2025-12-30,UPI,Completed,1075.25
O00074192,C0018422,2025-12-31,2026-01-02,Debit Card,Completed,1751.93
O00074193,C0018422,2025-12-31,2026-01-02,UPI,Completed,270.12
O00074194,C0018423,2025-11-13,2025-11-15,Credit Card,Completed,515.31
O00074195,C0018424,2024-02-11,2024-02-13,Credit Card,Completed,349.9
O00074196,C0018424,2025-09-22,2025-09-26,Debit Card,Completed,72.5
O00074197,C0018425,2024-11-09,2024-11-12,Credit Card,Completed,1569.42
O00074198,C0018425,2024-11-22,2024-11-28,Buy Now Pay Later,Shipped,2270.0
O00074199,C0018425,2025-02-25,2025-02-27,Credit Card,Completed,1986.68
O00074200,C0018425,2025-03-06,2025-03-09,Credit Card,Completed,213.04
O00074201,C0018425,2025-03-18,2025-03-20,Credit Card,Completed,454.25
O00074202,C0018425,2025-06-12,2025-06-17,Credit Card,Completed,531.87
O00074203,C0018425,2025-06-15,2025-06-21,Credit Card,Shipped,237.59
O00074204,C0018425,2025-06-30,2025-07-03,PayPal,Completed,43.71
O00074205,C0018425,2025-09-11,2025-09-12,Credit Card,Completed,14.31
O00074206,C0018425,2025-12-15,2025-12-22,Credit Card,Completed,481.22
O00074207,C0018426,2025-05-29,2025-06-02,Buy Now Pay Later,Completed,285.53
O00074208,C0018426,2025-07-21,2025-07-22,Credit Card,Completed,188.11
O00074209,C0018426,2025-08-07,2025-08-13,Buy Now Pay Later,Completed,476.82
O00074210,C0018426,2025-08-08,2025-08-11,Debit Card,Completed,1270.21
O00074211,C0018426,2025-08-09,2025-08-10,Credit Card,Completed,578.49
O00074212,C0018426,2025-08-25,2025-09-01,PayPal,Completed,110.63
O00074213,C0018426,2025-10-07,2025-10-13,Debit Card,Completed,136.72
O00074214,C0018426,2025-10-09,2025-10-14,Debit Card,Completed,2512.49
O00074215,C0018426,2025-10-16,2025-10-18,Credit Card,Shipped,232.65
O00074216,C0018426,2025-10-20,2025-10-22,Credit Card,Completed,106.73
O00074217,C0018426,2025-10-28,2025-11-04,UPI,Completed,159.86
O00074218,C0018426,2025-11-01,2025-11-02,Credit Card,Completed,45.78
O00074219,C0018426,2025-11-12,2025-11-18,PayPal,Completed,45.86
O00074220,C0018426,2025-11-18,2025-11-22,PayPal,Completed,40.41
O00074221,C0018426,2025-11-30,2025-12-04,UPI,Completed,385.39
O00074222,C0018426,2025-12-05,2025-12-10,Credit Card,Completed,465.94
O00074223,C0018426,2025-12-05,2025-12-09,Buy Now Pay Later,Completed,234.89
O00074224,C0018426,2025-12-10,2025-12-14,Debit Card,Completed,113.21
O00074225,C0018426,2025-12-13,2025-12-16,Credit Card,Completed,2939.0
O00074226,C0018426,2025-12-17,2025-12-21,Credit Card,Completed,835.95
O00074227,C0018426,2025-12-19,2025-12-24,Debit Card,Completed,1062.76
O00074228,C0018426,2025-12-25,2025-12-30,Credit Card,Completed,762.26
O00074229,C0018427,2025-07-03,2025-07-05,Debit Card,Completed,246.26
O00074230,C0018428,2023-08-15,2023-08-19,Debit Card,Completed,143.13
O00074231,C0018429,2024-12-30,2025-01-05,Credit Card,Completed,28.48
O00074232,C0018429,2025-04-08,2025-04-11,Credit Card,Completed,881.03
O00074233,C0018429,2025-06-30,2025-07-03,Credit Card,Shipped,103.05
O00074234,C0018429,2025-07-10,2025-07-15,UPI,Completed,113.56
O00074235,C0018429,2025-10-17,2025-10-20,Credit Card,Returned,398.19
O00074236,C0018429,2025-10-19,2025-10-20,UPI,Completed,30.94
O00074237,C0018429,2025-12-06,2025-12-09,Gift Card,Completed,351.5
O00074238,C0018430,2024-07-16,2024-07-18,PayPal,Completed,475.75
O00074239,C0018431,2024-03-14,2024-03-17,Debit Card,Completed,119.81
O00074240,C0018431,2024-03-31,,PayPal,Cancelled,311.11
O00074241,C0018431,2024-06-11,2024-06-15,PayPal,Completed,1000.34
O00074242,C0018431,2024-07-16,2024-07-23,UPI,Completed,937.36
O00074243,C0018431,2024-08-05,2024-08-12,Credit Card,Completed,230.2
O00074244,C0018431,2024-09-02,2024-09-08,Credit Card,Completed,83.2
O00074245,C0018431,2024-09-04,2024-09-08,Debit Card,Completed,501.59
O00074246,C0018431,2024-09-12,2024-09-19,Debit Card,Completed,30.21
O00074247,C0018431,2024-12-30,2025-01-05,PayPal,Shipped,619.24
O00074248,C0018431,2025-04-05,2025-04-06,Credit Card,Completed,299.32
O00074249,C0018431,2025-09-16,2025-09-20,Debit Card,Shipped,1266.72
O00074250,C0018431,2025-11-23,2025-11-27,Debit Card,Completed,1508.87
O00074251,C0018431,2025-12-16,2025-12-18,UPI,Completed,68.79
O00074252,C0018432,2025-09-28,2025-10-05,Credit Card,Completed,65.34
O00074253,C0018433,2023-11-26,2023-11-29,Credit Card,Completed,30.62
O00074254,C0018433,2024-09-30,2024-10-06,Credit Card,Completed,40.33
O00074255,C0018433,2024-10-02,2024-10-09,Credit Card,Completed,559.59
O00074256,C0018433,2024-11-05,2024-11-10,Gift Card,Completed,1188.13
O00074257,C0018433,2025-03-15,2025-03-16,Gift Card,Completed,997.03
O00074258,C0018433,2025-12-05,2025-12-08,Credit Card,Shipped,380.79
O00074259,C0018434,2025-05-14,2025-05-20,Debit Card,Completed,282.8
O00074260,C0018434,2025-10-29,2025-11-04,Buy Now Pay Later,Returned,116.05
O00074261,C0018434,2025-11-08,2025-11-11,Credit Card,Completed,1541.86
O00074262,C0018435,2025-07-07,2025-07-14,Credit Card,Completed,150.8
O00074263,C0018435,2025-09-19,2025-09-20,Debit Card,Completed,99.01
O00074264,C0018436,2025-07-07,2025-07-10,PayPal,Completed,58.88
O00074265,C0018437,2025-08-31,2025-09-07,Credit Card,Completed,884.71
O00074266,C0018437,2025-10-05,2025-10-09,PayPal,Completed,133.72
O00074267,C0018437,2025-10-30,2025-11-04,PayPal,Completed,159.26
O00074268,C0018437,2025-11-12,2025-11-13,Debit Card,Completed,303.9
O00074269,C0018437,2025-11-17,2025-11-19,PayPal,Completed,698.33
O00074270,C0018437,2025-11-17,2025-11-21,Debit Card,Shipped,3548.59
O00074271,C0018437,2025-12-23,2025-12-29,PayPal,Completed,279.97
O00074272,C0018438,2025-07-09,2025-07-15,Credit Card,Completed,58.35
O00074273,C0018438,2025-11-24,,Gift Card,Cancelled,1657.66
O00074274,C0018439,2024-01-10,,Credit Card,Cancelled,759.39
O00074275,C0018439,2025-04-23,2025-04-27,PayPal,Completed,468.88
O00074276,C0018440,2023-10-31,2023-11-01,Credit Card,Completed,10.61
O00074277,C0018440,2023-12-24,2023-12-25,Debit Card,Completed,513.95
O00074278,C0018440,2024-07-26,2024-07-30,PayPal,Completed,1347.5
O00074279,C0018440,2024-11-13,2024-11-14,Debit Card,Completed,134.32
O00074280,C0018440,2025-04-05,2025-04-09,Credit Card,Completed,404.55
O00074281,C0018440,2025-04-22,2025-04-28,Buy Now Pay Later,Completed,19.71
O00074282,C0018440,2025-10-02,2025-10-06,Gift Card,Completed,1321.43
O00074283,C0018440,2025-11-12,2025-11-14,Debit Card,Completed,139.4
O00074284,C0018441,2025-01-10,2025-01-14,UPI,Completed,237.67
O00074285,C0018442,2024-04-21,2024-04-22,PayPal,Completed,1168.41
O00074286,C0018442,2024-07-27,2024-08-02,Debit Card,Completed,1059.89
O00074287,C0018442,2024-11-27,2024-12-04,UPI,Completed,233.03
O00074288,C0018442,2025-01-23,2025-01-25,PayPal,Completed,1368.19
O00074289,C0018442,2025-04-02,2025-04-09,Gift Card,Completed,126.37
O00074290,C0018442,2025-12-03,2025-12-08,PayPal,Completed,740.72
O00074291,C0018443,2025-07-16,2025-07-19,Credit Card,Completed,156.46
O00074292,C0018444,2024-08-29,2024-09-02,credit card,Completed,239.66
O00074293,C0018445,2025-09-24,2025-09-29,PayPal,Completed,1647.01
O00074294,C0018446,2025-11-30,2025-12-07,Credit Card,Shipped,641.28
O00074295,C0018447,2025-04-03,2025-04-09,Debit Card,Completed,331.61
O00074296,C0018448,2025-11-26,2025-11-30,Credit Card,Completed,2638.78
O00074297,C0018449,2025-10-12,2025-10-17,Debit Card,Completed,2952.81
O00074298,C0018449,2025-11-27,2025-11-28,Credit Card,Completed,210.34
O00074299,C0018450,2024-07-05,2024-07-12,PayPal,Completed,1134.75
O00074300,C0018451,2025-06-12,2025-06-14,PayPal,Completed,82.52
O00074301,C0018452,2024-11-11,2024-11-17,Debit Card,Completed,273.07
O00074302,C0018453,2025-05-28,2025-06-03,Debit Card,Completed,48.89
O00074303,C0018454,2025-08-06,2025-08-12,Credit Card,Completed,408.31
O00074304,C0018454,2025-09-02,2025-09-03,UPI,Completed,1138.47
O00074305,C0018454,2025-09-09,2025-09-14,Debit Card,Completed,45.45
O00074306,C0018454,2025-09-29,2025-10-02,Credit Card,Completed,313.13
O00074307,C0018454,2025-09-30,2025-10-07,PayPal,Completed,455.95
O00074308,C0018454,2025-10-04,2025-10-08,Debit Card,Returned,189.11
O00074309,C0018454,2025-10-11,2025-10-14,Credit Card,Shipped,585.36
O00074310,C0018454,2025-11-03,2025-11-04,Credit Card,Completed,1504.96
O00074311,C0018454,2025-11-05,2025-11-08,Debit Card,Completed,25.94
O00074312,C0018454,2025-11-12,2025-11-15,Gift Card,Completed,92.3
O00074313,C0018455,2025-08-13,2025-08-19,Buy Now Pay Later,Completed,272.62
O00074314,C0018455,2025-10-17,2025-10-19,UPI,Completed,2567.55
O00074315,C0018455,2025-11-07,2025-11-13,Credit Card,Completed,2193.77
O00074316,C0018455,2025-11-12,2025-11-18,Debit Card,Completed,729.74
O00074317,C0018455,2025-12-21,2025-12-27,Credit Card,Completed,297.62
O00074318,C0018455,2025-12-29,2025-12-31,Credit Card,Returned,1188.22
O00074319,C0018456,2024-08-26,2024-08-28,UPI,Completed,145.54
O00074320,C0018457,2024-09-03,2024-09-08,PayPal,Shipped,2414.0
O00074321,C0018457,2025-07-12,2025-07-18,UPI,Completed,1310.53
O00074322,C0018457,2025-11-17,2025-11-18,PayPal,Completed,234.53
O00074323,C0018458,2023-09-21,2023-09-22,Debit Card,Completed,904.77
O00074324,C0018458,2024-09-09,2024-09-11,Buy Now Pay Later,Returned,52.11
O00074325,C0018458,2024-11-04,2024-11-06,Credit Card,Shipped,4818.34
O00074326,C0018458,2025-04-20,,Debit Card,Cancelled,282.23
O00074327,C0018458,2025-08-06,2025-08-08,PayPal,Completed,426.94
O00074328,C0018458,2025-09-15,2025-09-22,PayPal,Completed,2787.13
O00074329,C0018459,2023-12-18,2023-12-24,Credit Card,Completed,2204.56
O00074330,C0018459,2025-07-30,2025-08-02,Credit Card,Returned,561.02
O00074331,C0018459,2025-08-14,2025-08-17,Credit Card,Completed,1688.79
O00074332,C0018460,2024-09-20,2024-09-24,Credit Card,Completed,355.49
O00074333,C0018460,2025-04-14,2025-04-15,Credit Card,Completed,293.02
O00074334,C0018460,2025-12-14,2025-12-16,PayPal,Completed,63.68
O00074335,C0018461,2025-12-11,2025-12-18,Debit Card,Completed,3026.44
O00074336,C0018462,2024-11-03,2024-11-05,Gift Card,Returned,328.36
O00074337,C0018462,2025-01-09,2025-01-14,Credit Card,Completed,101.51
O00074338,C0018462,2025-05-01,2025-05-06,Credit Card,Completed,482.43
O00074339,C0018463,2025-04-07,2025-04-09,Gift Card,Completed,145.13
O00074340,C0018464,2025-12-03,,PayPal,Cancelled,89.98
O00074341,C0018465,2024-12-20,2024-12-27,Credit Card,Completed,153.86
O00074342,C0018465,2025-03-20,2025-03-24,Debit Card,Completed,1957.54
O00074343,C0018465,2025-04-18,2025-04-23,Credit Card,Completed,29.12
O00074344,C0018465,2025-04-29,2025-05-04,PayPal,Completed,1256.52
O00074345,C0018465,2025-05-11,2025-05-14,PayPal,Completed,321.88
O00074346,C0018465,2025-06-02,2025-06-07,Debit Card,Completed,27.81
O00074347,C0018465,2025-08-25,2025-08-31,Gift Card,Shipped,2514.35
O00074348,C0018465,2025-09-03,2025-09-07,Gift Card,Completed,1694.5
O00074349,C0018465,2025-09-09,2025-09-15,UPI,Completed,375.91
O00074350,C0018465,2025-11-03,2025-11-09,Buy Now Pay Later,Completed,54.78
O00074351,C0018465,2025-11-25,2025-11-27,Debit Card,Completed,1606.58
O00074352,C0018465,2025-12-07,2025-12-14,Credit Card,Completed,147.37
O00074353,C0018466,2025-04-29,,Debit Card,Cancelled,518.47
O00074354,C0018467,2024-04-14,2024-04-21,PayPal,Completed,402.29
O00074355,C0018468,2024-11-16,2024-11-19,Debit Card,Completed,751.98
O00074356,C0018468,2025-01-01,2025-01-08,Credit Card,Completed,814.97
O00074357,C0018468,2025-04-01,2025-04-02,PayPal,Completed,424.8
O00074358,C0018468,2025-06-02,,Credit Card,Cancelled,735.85
O00074359,C0018468,2025-12-15,2025-12-18,Credit Card,Completed,547.85
O00074360,C0018469,2024-12-21,2024-12-23,Credit Card,Completed,843.45
O00074361,C0018469,2025-03-04,2025-03-05,Credit Card,Completed,510.22
O00074362,C0018469,2025-07-05,2025-07-06,Credit Card,Completed,251.98
O00074363,C0018469,2025-07-28,2025-07-29,PayPal,Completed,266.47
O00074364,C0018469,2025-10-03,2025-10-05,PayPal,Completed,111.05
O00074365,C0018469,2025-10-04,2025-10-05,PayPal,Completed,88.08
O00074366,C0018469,2025-12-13,2025-12-17,Credit Card,Completed,419.39
O00074367,C0018469,2025-12-28,2026-01-04,PayPal,Shipped,242.39
O00074368,C0018470,2025-08-29,2025-09-02,Credit Card,Shipped,446.83
O00074369,C0018471,2025-06-18,,Buy Now Pay Later,Cancelled,59.4
O00074370,C0018472,2025-04-09,2025-04-16,Buy Now Pay Later,Completed,1211.39
O00074371,C0018472,2025-11-29,2025-12-03,Debit Card,Completed,2110.73
O00074372,C0018472,2025-12-07,2025-12-09,Credit Card,Completed,288.53
O00074373,C0018473,2025-08-05,,PayPal,Cancelled,99.42
O00074374,C0018473,2025-09-25,2025-10-01,Credit Card,Completed,109.84
O00074375,C0018473,2025-11-11,2025-11-17,PayPal,Completed,9.31
O00074376,C0018473,2025-11-29,2025-12-01,Credit Card,Completed,239.05
O00074377,C0018474,2025-06-26,2025-07-02,PayPal,Shipped,84.49
O00074378,C0018475,2025-07-31,2025-08-02,Credit Card,Completed,577.57
O00074379,C0018475,2025-08-15,2025-08-17,Buy Now Pay Later,Completed,285.95
O00074380,C0018475,2025-11-23,2025-11-30,Gift Card,Completed,50.81
O00074381,C0018476,2023-10-28,2023-10-29,PayPal,Completed,2772.41
O00074382,C0018476,2024-09-02,2024-09-05,Credit Card,Completed,328.74
O00074383,C0018476,2024-12-07,2024-12-11,PayPal,Completed,1339.29
O00074384,C0018476,2025-02-04,2025-02-09,Debit Card,Completed,1556.45
O00074385,C0018476,2025-02-20,2025-02-25,PayPal,Completed,107.96
O00074386,C0018476,2025-04-18,2025-04-20,PayPal,Completed,1495.18
O00074387,C0018477,2024-11-17,2024-11-21,Credit Card,Completed,772.5
O00074388,C0018478,2024-09-07,2024-09-11,UPI,Completed,969.36
O00074389,C0018478,2024-09-13,2024-09-17,Gift Card,Completed,25.62
O00074390,C0018478,2024-10-03,2024-10-06,Debit Card,Completed,777.14
O00074391,C0018478,2024-11-04,2024-11-06,PayPal,Completed,4016.96
O00074392,C0018478,2024-12-02,2024-12-04,Credit Card,Completed,443.75
O00074393,C0018478,2025-02-15,2025-02-18,Debit Card,Completed,742.18
O00074394,C0018478,2025-03-24,2025-03-31,Buy Now Pay Later,Completed,97.62
O00074395,C0018478,2025-06-05,2025-06-09,Debit Card,Completed,481.37
O00074396,C0018478,2025-07-14,2025-07-17,Credit Card,Completed,4260.6
O00074397,C0018478,2025-08-09,2025-08-15,Debit Card,Completed,106.36
O00074398,C0018478,2025-12-14,2025-12-21,Credit Card,Completed,818.13
O00074399,C0018478,2025-12-23,2025-12-26,Gift Card,Completed,1198.03
O00074400,C0018479,2025-02-25,2025-03-03,Gift Card,Shipped,1240.62
O00074401,C0018479,2025-04-27,2025-05-01,Debit Card,Completed,997.96
O00074402,C0018479,2025-06-20,2025-06-21,UPI,Returned,216.55
O00074403,C0018479,2025-12-15,2025-12-19,Credit Card,Completed,381.07
O00074404,C0018480,2025-09-08,2025-09-15,Credit Card,Completed,328.26
O00074405,C0018480,2025-09-21,2025-09-24,PayPal,Completed,26.17
O00074406,C0018480,2025-09-28,2025-10-01,Credit Card,Completed,352.16
O00074407,C0018480,2025-10-05,2025-10-08,Credit Card,Completed,733.36
O00074408,C0018480,2025-10-09,2025-10-12,Buy Now Pay Later,Completed,409.38
O00074409,C0018480,2025-10-24,2025-10-31,Credit Card,Completed,401.58
O00074410,C0018480,2025-10-28,2025-10-30,Credit Card,Completed,25.38
O00074411,C0018480,2025-11-02,2025-11-03,Credit Card,Completed,3464.72
O00074412,C0018480,2025-11-11,2025-11-18,Debit Card,Returned,908.3
O00074413,C0018480,2025-11-13,2025-11-17,Credit Card,Completed,222.24
O00074414,C0018480,2025-11-15,2025-11-21,Debit Card,Shipped,1213.54
O00074415,C0018480,2025-11-24,2025-11-25,PayPal,Completed,490.87
O00074416,C0018480,2025-11-26,2025-11-30,PayPal,Completed,108.58
O00074417,C0018480,2025-12-02,,Gift Card,Cancelled,1011.05
O00074418,C0018480,2025-12-02,2025-12-06,Credit Card,Completed,208.44
O00074419,C0018480,2025-12-05,2025-12-08,Credit Card,Completed,184.24
O00074420,C0018480,2025-12-10,2025-12-16,Credit Card,Completed,530.01
O00074421,C0018480,2025-12-23,2025-12-27,UPI,Completed,951.15
O00074422,C0018480,2025-12-27,2025-12-28,Debit Card,Completed,569.9
O00074423,C0018480,2025-12-29,2026-01-01,PayPal,Completed,557.99
O00074424,C0018480,2025-12-29,2026-01-04,Credit Card,Completed,232.91
O00074425,C0018480,2025-12-30,2026-01-02,Credit Card,Completed,356.71
O00074426,C0018481,2023-10-16,2023-10-21,UPI,Completed,30.11
O00074427,C0018481,2023-10-29,2023-11-05,Credit Card,Completed,1138.95
O00074428,C0018481,2024-04-25,2024-04-30,PayPal,Completed,123.44
O00074429,C0018481,2024-08-29,2024-09-01,Credit Card,Completed,3576.1
O00074430,C0018481,2024-11-02,2024-11-06,Credit Card,Shipped,4742.27
O00074431,C0018481,2025-02-23,2025-02-24,Credit Card,Completed,113.97
O00074432,C0018481,2025-05-18,2025-05-20,Debit Card,Completed,1010.07
O00074433,C0018481,2025-08-05,2025-08-06,Debit Card,Completed,5234.73
O00074434,C0018481,2025-08-24,2025-08-31,Buy Now Pay Later,Completed,185.35
O00074435,C0018481,2025-11-23,2025-11-26,UPI,Completed,508.15
O00074436,C0018482,2024-12-10,2024-12-11,Credit Card,Completed,1633.72
O00074437,C0018482,2025-11-09,2025-11-10,Credit Card,Completed,498.53
O00074438,C0018483,2024-04-22,2024-04-25,UPI,Completed,366.43
O00074439,C0018483,2025-08-16,,Credit Card,Cancelled,1049.88
O00074440,C0018483,2025-10-06,2025-10-09,PayPal,Completed,565.89
O00074441,C0018484,2023-06-15,2023-06-18,UPI,Shipped,1894.8
O00074442,C0018485,2024-05-13,2024-05-20,Credit Card,Returned,124.69
O00074443,C0018485,2024-07-16,2024-07-18,Credit Card,Completed,904.74
O00074444,C0018485,2024-11-24,2024-11-29,Debit Card,Completed,82.24
O00074445,C0018485,2025-09-09,,Buy Now Pay Later,Cancelled,463.46
O00074446,C0018485,2025-12-06,2025-12-08,Debit Card,Completed,370.93
O00074447,C0018486,2025-01-15,2025-01-20,Credit Card,Shipped,878.98
O00074448,C0018487,2023-11-20,2023-11-22,Gift Card,Completed,676.09
O00074449,C0018487,2023-12-03,2023-12-05,PayPal,Completed,159.66
O00074450,C0018487,2024-08-13,2024-08-20,Credit Card,Completed,153.55
O00074451,C0018487,2024-10-07,2024-10-14,Credit Card,Completed,2390.36
O00074452,C0018487,2024-11-06,2024-11-07,Debit Card,Completed,30.14
O00074453,C0018487,2024-11-12,2024-11-16,Debit Card,Completed,94.27
O00074454,C0018487,2024-12-21,2024-12-23,Credit Card,Completed,157.99
O00074455,C0018487,2025-09-14,2025-09-15,Debit Card,Completed,80.96
O00074456,C0018487,2025-11-08,2025-11-14,Credit Card,Completed,1824.09
O00074457,C0018488,2023-11-05,2023-11-06,Credit Card,Completed,98.36
O00074458,C0018488,2024-06-04,2024-06-06,PayPal,Completed,227.03
O00074459,C0018489,2025-11-07,2025-11-10,PayPal,Shipped,36.76
O00074460,C0018490,2024-08-28,2024-09-04,Credit Card,Completed,2809.06
O00074461,C0018490,2025-05-04,2025-05-07,PayPal,Completed,614.81
O00074462,C0018491,2024-12-15,2024-12-17,Buy Now Pay Later,Completed,13.06
O00074463,C0018491,2024-12-24,2024-12-30,Buy Now Pay Later,Completed,116.49
O00074464,C0018492,2024-08-07,2024-08-13,Debit Card,Shipped,236.52
O00074465,C0018492,2024-08-31,2024-09-05,Credit Card,Shipped,642.63
O00074466,C0018492,2024-09-02,2024-09-08,Credit Card,Completed,2052.29
O00074467,C0018492,2024-12-11,2024-12-15,PayPal,Completed,212.25
O00074468,C0018492,2024-12-14,2024-12-15,Buy Now Pay Later,Completed,272.25
O00074469,C0018492,2025-07-16,2025-07-20,Debit Card,Completed,2784.54
O00074470,C0018492,2025-12-07,2025-12-14,Credit Card,Completed,55.25
O00074471,C0018493,2024-10-09,,Buy Now Pay Later,Cancelled,983.2
O00074472,C0018493,2025-06-03,2025-06-09,Credit Card,Completed,228.75
O00074473,C0018493,2025-11-20,2025-11-26,PayPal,Completed,87.8
O00074474,C0018494,2023-09-10,2023-09-15,Credit Card,Completed,370.6
O00074475,C0018494,2024-05-09,2024-05-16,Debit Card,Completed,37.51
O00074476,C0018494,2024-12-05,2024-12-06,Credit Card,Completed,596.89
O00074477,C0018494,2025-09-17,2025-09-22,PayPal,Completed,1245.4
O00074478,C0018494,2025-09-21,2025-09-25,Credit Card,Completed,123.7
O00074479,C0018495,2025-10-10,2025-10-17,PayPal,Completed,1863.61
O00074480,C0018496,2025-05-18,2025-05-22,Credit Card,Completed,20.64
O00074481,C0018496,2025-07-27,2025-07-28,Credit Card,Completed,1986.43
O00074482,C0018497,2023-05-22,2023-05-26,PayPal,Completed,284.99
O00074483,C0018497,2024-10-25,2024-10-27,PayPal,Completed,2509.03
O00074484,C0018497,2025-03-10,2025-03-12,Credit Card,Completed,145.55
O00074485,C0018498,2023-06-05,2023-06-07,Buy Now Pay Later,Completed,1743.36
O00074486,C0018498,2023-09-11,2023-09-18,UPI,Completed,161.18
O00074487,C0018498,2023-11-07,2023-11-14,Debit Card,Completed,1661.48
O00074488,C0018498,2023-12-17,2023-12-19,PayPal,Completed,791.99
O00074489,C0018498,2024-04-14,2024-04-16,Credit Card,Completed,1446.22
O00074490,C0018498,2024-06-24,2024-06-29,PayPal,Completed,28.87
O00074491,C0018498,2024-09-21,2024-09-27,Buy Now Pay Later,Completed,22.81
O00074492,C0018498,2025-10-20,2025-10-26,Credit Card,Completed,109.04
O00074493,C0018499,2024-05-24,2024-05-27,PayPal,Completed,322.57
O00074494,C0018500,2023-10-21,2023-10-24,PayPal,Shipped,80.79
O00074495,C0018500,2024-01-19,2024-01-22,Credit Card,Completed,1166.36
O00074496,C0018500,2024-04-18,2024-04-19,Credit Card,Completed,151.3
O00074497,C0018500,2025-11-12,2025-11-15,Buy Now Pay Later,Completed,277.17
